,title,price,store,commentcount,location
1790,"""分期免息+咨询减320】华为honor/荣耀20全网通麒麟980全面屏手机官方旗舰店正品官网荣耀20pro直降v30pro/9x""",2099.0,卓瓦数码专营店,2212.0,上海
1789,"""当天发直降500华为HUAWEI HUAWEI P30 PRO曲面屏旗舰手机P30现货""",2800.0,yuzunyi0423,2211.0,北京
3719,"""Philips/飞利浦 E207l老年手机超长待机正品直板大屏大字大声男女儿童学生按键功能小备用移动双卡怀旧老人机""",129.0,华盛盈创数码专营店,2207.0,广东 深圳
136,"""直降200元【当天发】Huawei/华为 畅享10 plus 手机官方旗舰店畅想9plus新款nova5pro正品5i学生手机5g荣耀9x""",1199.0,京合旗舰店,2202.0,安徽 合肥
781,"""【24期分期/当天发货】Huawei/华为 P30手机官网官方旗舰店正品手机p30pro直降5g全网通华为nova5mate30""",3388.0,能良数码官方旗舰店,2199.0,上海
247,"""Apple/苹果 iPhone XS Max苹果xs max苹果xr美版无锁4G双卡手机8X""",3380.0,新平通讯,2192.0,广东 深圳
1335,"""【直降690+碎屏保】华为honor/荣耀 荣耀8X新手机s降价荣耀9x MAX""",798.0,龙通店,2188.0,广东 深圳
1110,"""皓轩（手机） H8军工三防直板老人手机移动电信超长待机老年手机""",39.0,长令科技,2169.0,广东 深圳
1654,"""BlackBerry/黑莓 Q10手机全新全键盘学生手机电信三网通用戒网瘾""",415.0,小河电讯,2164.0,广东 深圳
206,"""【三网任选】纽曼 F6移动电信翻盖手机老人机大声大字大屏男女款按键备用老年机翻盖机老年手机超长待机正品""",109.0,金辉天成数码专营店,2161.0,广东 深圳
295,"""华为畅享9 Huawei/华为 畅享9官方授权店官网旗舰正品畅想9plus手机新款 老人学生用 荣耀9X 9Plus""",799.0,巨利泰数码专营店,2160.0,广东 深圳
1794,"""Samsung/三星 GT-E1200R移动老人机按键老年直板超长待机学生手机""",69.9,tb81984823,2152.0,北京
1983,"""【华为P30直降2280】HUAWEI HUAWEI P30 官方正品全新手机p30pro""",1757.82,hanjbo,2146.0,河南 郑州
1735,"""【超长待机】OPPO A5全面屏AI双摄全网通oppoa5 A3 A1 A7XA9手机""",635.0,wallter_yuan,2146.0,北京
845,"""Huawei/华为 Mate 20 官方正品手机 M ate20pro Mate20X 麒麟980""",1586.41,辽宁东哲数码连锁,2145.0,辽宁 大连
828,"""【咨询客服至高优惠310】华为HONOR/ 荣耀9X中移动官方旗舰店正品10青春新品 11X 20i v20 华为荣耀9X手机""",1199.0,中国移动官方旗舰店,2144.0,浙江 杭州
728,"""【到手价879起+现货速发】华为旗下/HONOR荣耀8X手机中移动官方旗舰店10青春11X 20i 9X Pro华为荣耀8x手机""",899.0,中国移动官方旗舰店,2138.0,浙江 杭州
1626,"""领200券/省1470/12期免息/华为HUAWEI P30 Pro中移动手机正品官方旗舰店mate20pro X 直降 p20 5 5i pro 10""",3388.0,中国移动官方旗舰店,2132.0,浙江 杭州
1293,"""华为p30 pro手机官方正品HUAWEI HUAWEI P30 PRO旗舰直降价mate20""",2625.37,春江哥,2127.0,四川 成都
1197,"""现货Apple/苹果 iPhone XR 苹果XR手机 iphonexr 双卡xr港版国行""",2378.0,利显科技,2121.0,广东 深圳
3919,"""小辣椒新105全网通4G老人老年手机WiFi版超长待机大字大声音大屏老年机正品联通直板按键非智能机诺基亚电信""",68.0,万诚春数码专营店,2116.0,广东 深圳
208,"""正品朵唯D520翻盖手机老人机大屏大字大声音移动联通电信版老年机超长待机男女款学生价老年手机按键老人手机""",108.0,朵唯深圳专卖店,2112.0,广东 深圳
301,"""【到手999起丨直降400元】Meitu/美图 T9美颜自拍全网通美图手机旗舰店官方T8s正品m8 m8s t8 m6s V6 V7""",999.0,美图旅之丰专卖店,2110.0,广东 深圳
369,"""荣耀9X【直降】华为honor/荣耀 荣耀9X PRO手机官方新品 华为9x""",909.0,深圳一航,2109.0,广东 深圳
829,"""现货直降华为p30proHUAWEI HUAWEI P30 PRO变焦照相mate30pro手机""",2667.73,中宽通讯行,2105.0,广东 深圳
820,"""立省800元 vivo iQOO Pro 5G全网通新手机骁龙855Plus vivoiqoopro iqoopro5g版 vivox27 vivoiqoo iq00 5g""",3498.0,vivo衡视专卖店,2093.0,上海
366,"""诺基亚翻盖老人机电信移动4G全网通超长待机老年手机大字大声大屏""",178.0,华强北品牌数码,2073.0,广东 深圳
2870,"""当天发+碎屏保 】华为honor/荣耀 荣耀10青春版8x手机直降paly20i""",808.0,龙通店,2072.0,广东 深圳
2717,"""荣耀20pro降价honor/荣耀 荣耀20Pro全面屏拍照v20官方华为手机""",1667.83,中宽通讯行,2071.0,广东 深圳
936,"""直降1180华为mate30pro5G版HUAWEI HUAWEI Mate 30 Pro手机保时捷""",3404.59,深港通信专卖,2070.0,广东 深圳
1706,"""小米多亲ai4G老年机按键直板老人机小爱同学生备用智能手机全网通""",269.0,haoyun13653669911,2060.0,山西 太原
2294,"""免息【直降600元】HUAWEI HUAWEI P30 pro华为手机官网mate30pro""",197.99,手机_小秘,2052.0,上海
2147,"""免息【直降600元】HUAWEI HUAWEI P30 pro华为手机官网mate30pro""",197.99,手机_小秘,2052.0,上海
484,"""【6日24期免息 领券省200】vivo iQOO Pro 5G骁龙855Plus游戏全面屏指纹旗舰vivoiqoopro5g手机iqoopro iqoo""",3198.0,苏宁易购官方旗舰店,2049.0,江苏 南京
753,"""低至879元【免息/送手环音响】华为honor/荣耀 荣耀8X手机降价play官方旗舰店8xmax官网10/20i/x8/v10/v20/9i""",888.0,博盛景数码专营店,2047.0,广东 深圳
1136,"""Meizu/魅族 魅蓝Note6全网通4G真八核5.5大屏智能手机Note5 魅蓝6""",230.0,弘扬丶,2043.0,广东 深圳
485,"""【6日领券省100】vivo iQOO Neo骁龙855版游戏指纹智能新品手机vivoiqooneo iqooneo855vivoiqoo""",2098.0,苏宁易购官方旗舰店,2038.0,江苏 南京
1475,"""12期免息/领券/选10件礼/Huawei/华为 Mate 20 Pro中移动手机正品官方旗舰店X p20保时捷版p30 Pro nova 5i""",2699.0,中国移动官方旗舰店,2033.0,浙江 杭州
211,"""【购机送无线充电器】苹果11 中移动Apple/iPhone 11苹果手机2019新款全网通智能手机苹果xr xsmax 7plus正品""",5198.0,中国移动官方旗舰店,2032.0,浙江 杭州
286,"""创星（手机） X5三防智能手机超长待机路虎全网通4G正品省钱老年老人机大字大声大屏军工oysin便宜诺基亚微信""",399.0,佳佳购数码专营店,2029.0,广东 深圳
1490,"""vivo Z5X新款手机z5x极点全面屏vivoz5x iqoo智能手机x23极光色z5""",1098.0,青松数码2009,2028.0,湖北 武汉
2660,"""华为nova5正品直降999元HUAWEI nova 5 Pro官方旗舰店nova5i手机6""",1518.0,佳欣共创科技,2024.0,广东 深圳
1759,"""联通4G老人机超长待机大屏大声大字全网通3G网络直板按键老年手机""",109.0,浪漫满屋馆1314,2022.0,北京
831,"""【到手价869起+顺丰包邮现货】华为旗下荣耀10青春版中移动旗舰店10 11X 8X 10青春华为荣耀10青春手机9x 20i""",899.0,中国移动官方旗舰店,2022.0,浙江 杭州
1804,"""【12期免息】华为honor/荣耀 荣耀20i全面屏手机官方旗舰店9XPro新品降价V10青春8x正品magic2""",1099.0,京合旗舰店,2018.0,安徽 合肥
938,"""华为nova5pro手机免息直降官方正品HUAWEI nova 5 Pro全网通5iz""",1295.1,春江哥,2018.0,四川 成都
2836,"""分期免息Apple/苹果 iPhone 8 Plus 苹果8plus 8代8x港版美版手机""",1838.0,鱼得水_168,2013.0,广东 深圳
270,"""咨询减30 顺丰当天发honor/华为荣耀10青春版 手机官方旗舰店降价8x荣耀v20 20i 荣耀9x play3官网正品荣耀20""",858.0,久汇数码专营店,2012.0,广东 深圳
250,"""硕王 S3老人机超长待机4G全网通正品军工三防老年机大屏大字大声直板按键移动联通电信版学生功能老年人手机""",69.0,硕王益家专卖店,2010.0,广东 深圳
1905,"""移动联通电信版4G全网通老人机大字大声按键老年手机Newmind v13""",97.0,ycwodeai,2001.0,江苏 盐城
3022,"""纽曼Newman S9 全网通移动联通电信老人手机 超长待机老人机 学生儿童戒网备用大字大声大屏老年机老年手机""",228.0,苏宁易购官方旗舰店,1997.0,江苏 南京
410,"""华为mate30Pro现货直降HUAWEI HUAWEI Mate 30 Pro保时捷5g版手机""",3288.0,yuzunyi0423,1996.0,北京
1709,"""直降 华为honor/荣耀 荣耀20i旗舰新品手机荣耀20s官方正品8xpro""",669.0,chenghong301314,1993.0,广东 深圳
1505,"""花呗12期分期付款0首付 Huawei/华为 nova 4e 手机全网通官网官方旗舰店正品nova4降价直降5新款免息荣耀p20i""",1118.0,广东电信亿品汇专卖店,1987.0,广东 深圳
1903,"""减2200元12期免息当天发Huawei/华为 Mate 20 手机官方旗舰店5g正品mate20x荣耀P30pro直降mate30全网通新p40""",2699.0,同步飞扬数码专营店,1978.0,广东 深圳
108,"""分期免息Apple/苹果 iPhone 8 Plus 苹果 8plus iphone8p 8x手机""",2400.0,时尚麻豆家企业店铺,1978.0,广东 深圳
1672,"""Xiaomi/小米 红米Note4 高配版3全网通手机电信4G红米5 6a note4x""",258.0,乾运通讯,1977.0,广东 深圳
1413,"""移动老人机超长待机军工三防全网通电信老年人手机新路虎时代K988""",59.9,yukexin888,1974.0,广东 深圳
1787,"""【两只大熊猫】Apple/苹果 iPhone XR 11 XR手机iphonexr XS MAX""",2599.0,y66613031,1961.0,广东 深圳
1402,"""24期免息降200元 vivo X27新品vivox27手机vovix27 x27vivo vivox27pro bbk vivo新nex27 vivox23限量版s1pro""",2498.0,vivo天诚专卖店,1959.0,广东 东莞
1393,"""Nokia/诺基亚 230DS翻盖老人手机移动4G老年机大屏男女款超长待机""",188.0,木子耳ss,1952.0,广东 深圳
1453,"""华为nova5直降880HUAWEI nova 5 Pro官方旗舰正品手机5ipro 5iz""",1294.92,炫和科技,1947.0,陕西 西安
1027,"""荣耀9x当天发送碎屏险 华为honor/荣耀 荣耀9xpro手机新荣耀9xpro""",848.0,绝对诚信qq464547963,1946.0,广东 深圳
657,"""官方正品Xiaomi/小米 Redmi Note8 Pro新品红米note8pro旗舰手机7""",899.0,chenghong301314,1943.0,广东 深圳
1811,"""现货【24期分期】Huawei/华为 畅享9 官方旗舰店正品千元手机畅想10 Plus新品全面屏9s学生机9e/nova5 i/pro""",799.0,京合旗舰店,1940.0,安徽 合肥
196,"""【限时24期免息赠359元蓝牙耳机】vivo S5新品vivos5智能美颜拍照手机官方旗舰店官网正品vivos1 x27 x23""",2698.0,vivo官方旗舰店,1938.0,广东 东莞
1388,"""分期 降128G【送碎屏险】honor/荣耀 荣耀8X MAX全面屏手机荣耀8x""",799.0,一朵花的记忆,1930.0,广东 深圳
960,"""【套餐一赠音箱+6期免息】OPPO Reno Z全面屏正品官方旗舰新品全网通4800万超清拍照智能手机opporenoz""",2199.0,苏宁易购官方旗舰店,1929.0,江苏 南京
974,"""官方vivo Z5X全面屏智能手机vivoz5x 旗舰新品vivoz5限量版z3x z3""",849.0,chenghong301314,1928.0,广东 深圳
747,"""直降950华为HUAWEI nova 5i nova5pro nova5 i Pro官方降价手机4e""",1378.0,南南jd,1924.0,广东 深圳
1160,"""畅享10plus【直降530】HUAWEI 华为畅享10 plus官方旗舰手机畅想9""",948.0,深港通信专卖,1923.0,广东 深圳
488,"""官网Xiaomi/小米 Redmi 8 红米8a全面屏智能新手机官方正品小米7x""",528.0,龙通店,1921.0,广东 深圳
1374,"""ZTG/中天语A9卡片手机超薄小型高中迷你儿童学生戒网电信版非智能""",58.0,hanrunfu007,1920.0,广东 深圳
3064,"""【直降200】一加7手机官网 一加oneplus7手机全新正品 一加7 骁龙855手机 1+7 1+6T 一加7oneplus官方旗舰店""",2599.0,一加创华威专卖店,1919.0,广东 深圳
2225,"""【咨询减60元】华为HONOR荣耀magic 2手机官方旗舰店魔术2majic2魔法2麒麟980新品11x magic3 V20新品30pro""",1849.0,三际数码官方旗舰店,1919.0,山东 济南
2078,"""【咨询减60元】华为HONOR荣耀magic 2手机官方旗舰店魔术2majic2魔法2麒麟980新品11x magic3 V20新品30pro""",1849.0,三际数码官方旗舰店,1919.0,山东 济南
977,"""Xiaomi/小米 小米CC9美图定制版小米cc9e手机官网旗舰cc9pro新se""",918.0,龙通店,1917.0,广东 深圳
2004,"""【限时低至1799】华为honor/荣耀Magic2智能全新魔法手机苏宁易购官方旗舰滑盖荣耀V30荣耀V20""",1799.0,苏宁易购官方旗舰店,1915.0,江苏 南京
1206,"""【双12大促】Samsung/三星 GALAXY Note9 SM-N96000 港版美版手机""",2468.0,小萝卜通讯,1915.0,上海
189,"""Samsung/三星 Galaxy S10+ SM-G9750三星S10e美港版手机note10 S9""",1898.0,伊恋纯服饰,1914.0,广东 深圳
289,"""【年货节优惠200元】Samsung/三星 Galaxy M30s SM-M3070 6000大毫安电池 智能拍照娱乐视频4G手机""",1699.0,三星官方旗舰店,1914.0,北京
452,"""【6日低至539起】红米7A大电量大字体大音量智能拍照学生老年人小米官方旗舰店官网正品xiaomi红米小米手机""",539.0,小米官方旗舰店,1913.0,北京
1394,"""Lenovo/联想 Z6 Pro 骁龙855 4800万AI四摄 4000mAh大电池 PC级液冷散热 游戏手机 全网通4G 官方双卡双待""",1899.0,联想手机旗舰店,1911.0,北京
2769,"""纽曼 V1老人机老年手机超长待机正品超薄直板按键大屏大字大声移动电信版老人手机功能女学生天翼备用小手机""",58.0,德隆兴盛数码专营店,1909.0,广东 深圳
387,"""【分期免息】Apple/苹果 iPhone XR iphonexr 苹果XR双卡双待手机""",2780.0,七分钟年华不老,1909.0,江苏 南京
1054,"""降价华为mate30 5G HUAWEI HUAWEI Mate 30 Pro新手机官方X保时捷""",3228.0,友铭数码通讯,1908.0,上海
572,"""【现货速发】Apple/苹果 iPhone 11手机国行苹果iphone11pro 手机""",4888.0,简益通讯,1907.0,广东 深圳
1934,"""移动电信老人手机全网通cdma联通3G4G老年机KRTONE/金荣通 T8868C""",55.0,偶是胖纸偶骄傲,1907.0,广东 广州
508,"""官方Xiaomi/小米 Redmi 8红米8a全面屏智能新手机pro正品小米7A x""",528.0,heatlinda,1906.0,广东 深圳
613,"""黑鲨2pro[送手柄]Xiaomi/小米 黑鲨游戏手机2Pro 黑鲨3代手机3pro""",729.0,白开水的点燃方式,1903.0,河南 郑州
1290,"""Apple/苹果 iPhone XS Max 苹果xs手机 苹果x国行双卡iphonexsmax""",3100.0,智尚通讯,1898.0,广东 深圳
627,"""439元起Huawei/华为 畅享8e 华为官方旗舰店官网正品7Plus手机7s荣耀9i畅玩7x 7c 7a 华为畅享8e青春畅想8""",439.0,启能数码专营店,1897.0,北京
375,"""【送天猫精灵】Oppo K5 oppok5手机oppo未来x oppok5新款上市k3 k7 oppok1 oppor17 r19 r15 a9x a7 a5""",1799.0,oppo金谷专卖店,1895.0,广东 深圳
168,"""Xiaomi/小米 Redmi 8A 红米8a新手机note8pro小米手机官网旗舰7a""",468.0,给力不坑爹,1891.0,广东 深圳
277,"""【下拉详情页跳转链接享24期免息】小米CC9美图定制版智能游戏学生女性手机大屏大字小米官方旗舰店xiaomi""",1999.0,小米官方旗舰店,1887.0,北京
992,"""至高省500 vivo Z5手机 全新品vivoz5 vivoz5x vivox21 x23 vivox27 vivoy3 x9 y7s y93 x20 vovi旗舰官网bbk""",1398.0,vivo航鹰专卖店,1885.0,浙江 杭州
126,"""[送座充]小辣椒Q8老年手机超长待机正品军工三防移动电信版中国电信女款诺基亚4G全网通大屏大字大声音老人机""",99.0,炜广天成数码专营店,1876.0,广东 深圳
985,"""12期免息/赠豪礼Huawei/华为 P30 Pro手机华为官方旗舰店华为手机官网正品直降p30新款mate305g版mate30pro5g""",3388.0,创汇通达数码旗舰店,1875.0,北京
1299,"""现货】Apple/苹果 iPhone 11 Pro Max官网美版promax港版国行手机""",3668.0,光头先僧,1873.0,广东 深圳
184,"""【24期免息+选享4e手环】HUAWEI/华为Mate30 全网通5G智能手机 麒麟990徕卡拍照手机旗舰新品官方正品""",4999.0,苏宁易购官方旗舰店,1872.0,江苏 南京
955,"""Philips/飞利浦 E186A老年手机学生手机大屏大字大声老人手机超长待机正品""",150.0,伟业恒通数码专营店,1852.0,广东 深圳
2845,"""尼凯恩 EN8老人机超长待机直板女大屏大字大声移动联通版老年手机正品军工三防儿童小学生迷你按键备用手机""",69.0,尼凯恩旗舰店,1851.0,广东 深圳
874,"""【12期免息+优惠900元】当天发 Huawei/华为 P30手机官方5旗舰店正品nova6官网p30pro荣耀5g全网/mate30pro""",3388.0,蓝港数码专营店,1851.0,广东 深圳
539,"""Meizu/魅族 魅蓝Note5全网通4GNt3 5.5大屏智能E2手机Note6魅蓝3s""",195.0,时时网店,1849.0,广东 深圳
424,"""【4G全网通】创星S1C老年手机超长待机大屏大字大声音移动联通电信版正品直板按键军工三防学生女款老人机""",168.0,炜广天成数码专营店,1847.0,广东 深圳
592,"""诺基亚老人手机超长待机大屏大字大声老年全网通4G电信联通经典款""",118.0,映映萍萍,1841.0,广东 东莞
333,"""Apple/苹果 iPhone 8 Plus苹果8P国行7代5.5英寸iPhone7苹果X手机""",1450.0,tb7002500_2011,1841.0,上海
1354,"""顺丰速发Xiaomi/小米 小米8 青春版学生手机正品官方旗舰店8pro note 8se小米9屏幕指纹版7八官网红米play 10""",1029.0,和来达数码专营店,1839.0,广东 深圳
767,"""下单减300 vivo iQOO Neo855骁龙新品限量版vivoiqooneo iqoopro iq00 iqooneo855手机 iqooneo5g版 iqooneo2""",2298.0,vivo欧曙专卖店,1837.0,上海
3222,"""分期免息OPPO K3手机新品oppok3手机oppo手机a11 a5 r17 a9oppok5""",1599.0,oppo品牌企业店,1835.0,广东 深圳
766,"""华为honor/荣耀 荣耀magic 2官方旗舰店官网降价全新正品手机魔法3滑盖V20pro麒麟980""",1649.0,蓝港数码专营店,1834.0,广东 深圳
2069,"""新品现货一加7pro OnePlus/一加 GM1910升降摄像1加7Tpro官方手机""",1817.81,中宽通讯行,1831.0,广东 深圳
2216,"""新品现货一加7pro OnePlus/一加 GM1910升降摄像1加7Tpro官方手机""",1817.81,中宽通讯行,1831.0,广东 深圳
1611,"""立减300】 vivo Z5手机限量版官方正品 vivoz5x  y7s x27  z5vivo手机屏幕指纹手机旗舰店官网新款""",1398.0,京联通达数码旗舰店,1830.0,北京
3316,"""Xiaomi/小米 Redmi K20 Pro 骁龙855手机红米k20 官方旗舰红米K30""",1788.0,佳欣共创科技,1830.0,广东 深圳
4258,"""Coolpad/酷派 1873-A0学生价全面屏安卓游戏智能手机全网通cool9""",488.0,兴利盛企业店,1823.0,广东 深圳
4188,"""Coolpad/酷派 1873-A0学生价全面屏安卓游戏智能手机全网通cool9""",488.0,兴利盛企业店,1823.0,广东 深圳
914,"""官方正品Nokia/诺基亚 新105超长待机老人机大声音工作学生手机""",99.0,国际品牌集市,1822.0,广东 深圳
787,"""华为nova5降价官方正品HUAWEI nova 5 Pro全面屏4800W手机8G+256G""",1998.0,yeabay,1821.0,广东 深圳
1624,"""Newmind NO.2超小移动个性手机直板迷你袖珍儿童男女学生备用手机""",58.0,泉兴时尚数码店,1818.0,山东 济南
3255,"""华为honor/荣耀 荣耀8青春版高配版全网通4G智能指纹老人学生手机""",375.0,自从遇见你_0523,1812.0,广东 深圳
732,"""Samsung/三星 Galaxy S10+ SM-G9750 S10plusS10e原装港版手机S9""",2408.0,随风飞扬y,1811.0,广东 深圳
1359,"""已降2700元 3期免息现货速发/Huawei/华为P20 Pro手机p20pro官方旗舰店mate30直降价P30正品mate20 nova5""",2788.0,华为莫问专卖店,1808.0,浙江 杭州
1317,"""领100元券+送手环/Huawei/华为 nova 5 Pro新款手机官方旗舰店官网降价非5g全网通mate30pro手机p30正品荣耀6""",2499.0,广东电信亿品汇专卖店,1806.0,广东 深圳
407,"""正品朵唯小朵S1触屏手写微信QQ全网通4G按键智能手机联通电信版小学生价女款老人手机大字大声老年机超长待机""",298.0,鼎峰数码专营店,1801.0,广东 深圳
1245,"""荣耀20i降价官网华为荣耀honor/荣耀荣耀20i手机华为20荣耀20iV20""",707.4,徐志明tb,1799.0,浙江 杭州
510,"""【限时低至899】华为荣耀Play3 麒麟710F八核全网通智能手机官方旗舰店全新正品""",899.0,苏宁易购官方旗舰店,1797.0,江苏 南京
2404,"""纽曼 W560学生手机 非智能儿童可爱迷你小手机男女款超薄移动电信正品卡片按键机超长待机小学生戒网备用手机""",98.0,创于佳讯数码专营店,1792.0,广东 深圳
1810,"""Huawei/华为 Mate 20 Pro 6G+128G原装正品mate20pro麒麟980手机""",2990.0,众合数码高手,1781.0,广西 南宁
90,"""Apple/苹果 iPhone XS Max苹果xr iphonexr xs max手机苹果xs max""",2050.0,美图好手机,1779.0,广东 深圳
3099,"""直降500元 坚果pro3手机SMARTISAN/锤子 坚果 Pro 2S手机坚果pro3""",1092.51,小城大爱a,1776.0,广东 深圳
807,"""【8+256G到手价2249起+现货】华为旗下HONOR/荣耀20中移动官方旗舰店正品20i 10青春11X20华为荣耀v30pro手机""",2299.0,中国移动官方旗舰店,1774.0,浙江 杭州
4210,"""4G全网通皓轩军工三防电霸老人机超长待机男女大屏大字大声按键移动电信非智能正品学生功能小型备用老年手机""",59.0,皓轩能良翔专卖店,1772.0,广东 深圳
3011,"""迷你超薄超小可爱非智能儿童学生戒网男女备用袖珍网红拇指小手机""",76.0,晓兔仔,1772.0,广东 深圳
4289,"""4G全网通皓轩军工三防电霸老人机超长待机男女大屏大字大声按键移动电信非智能正品学生功能小型备用老年手机""",59.0,皓轩能良翔专卖店,1772.0,广东 深圳
1362,"""64G到手价999起+选无线耳机Xiaomi小米 小米Max3手机官方旗舰店8se官网红米note8pro青春版play cc9e 7 max3""",999.0,能良数码官方旗舰店,1766.0,上海
2872,"""创星 R9超薄超小卡片手机迷你非智能移动电信戒网瘾男女生学生手机备用可爱个性直板只可以打电话小网红手机""",128.0,纯林伟业数码专营店,1765.0,广东 深圳
425,"""降价华为mate30急速发HUAWEI HUAWEI Mate 30 Pro5G智能正品手机""",3397.32,苏苏通讯,1763.0,广东 深圳
2469,"""Newmind F8 直板迷你袖珍跑车汽车手机电信男女中小学生儿童手机""",55.0,engnet,1760.0,广东 广州
962,"""Samsung/三星 GALAXY S8+plus 港版美版s8全网通4G曲面屏智能手机""",1478.0,xgl谢桂丽,1758.0,广东 深圳
1646,"""领券/省1000/12期免息/华为 HUAWEI P30中移动手机正品官方旗舰店mate20 Pro p20 Pro 10plus限量直降5 i pro""",3388.0,中国移动官方旗舰店,1756.0,浙江 杭州
492,"""【24期分期/有礼1100】Huawei/华为 nova 5 Pro手机官方旗舰店正品nova5直降5g手机全网通华为p30pro6期免息""",2499.0,能良数码官方旗舰店,1754.0,上海
103,"""Apple/苹果 iPhone 8 Plus苹果iPhone8 plus国行正品手机iphone8""",2130.0,adfkfilemon,1752.0,广东 深圳
2499,"""免息【信用购机1098起】HUAWEI HUAWEI P30 PRO华为手机mate30pro""",397.99,手机_小秘,1748.0,上海
1636,"""Nokia/诺基亚 230 DS手机直板按键备用机学生 老人手机 诺基亚手机 诺基亚230 老人机 官方正品旗舰店""",379.0,苏宁易购官方旗舰店,1746.0,江苏 南京
830,"""MIUI/小米4手机移动联通电信全网通4G安卓智能高配3g运行4C现货""",165.0,炳少数码,1744.0,广东 深圳
1371,"""【4G全网通】皓轩 H5军工三防老人手机超长待机大字大声大屏老年机移动联通电信版学生按键小电霸声音大天翼""",39.0,皓轩东九专卖店,1743.0,广东 深圳
741,"""【赠PPTV会员】nubia/努比亚 X 双屏全网通大内存官方旗舰手机""",1699.0,苏宁易购官方旗舰店,1740.0,江苏 南京
2561,"""军工三防移动老人机直板大字大声超长待机电信版按键老年手机KUH""",87.12,紫向日葵,1735.0,北京
669,"""Philips/飞利浦 E280正品超长待机商务备用机男移动双卡双待直板按键老人手机语音大屏2.8英寸大字大声老年机""",199.0,苏宁易购官方旗舰店,1734.0,江苏 南京
1365,"""纽曼 F8翻盖老人手机大屏大字大声音军工三防老年手机超长待机正品备用功能机男女款老人机移动电信版老年机""",158.0,纽曼深圳专卖店,1734.0,广东 深圳
164,"""Apple/苹果 iPhone XR 苹果xr手机国行双卡iphonexr xs max手机8x""",2128.5,彩虹色的蜻蜓,1727.0,广东 深圳
944,"""现货Apple/苹果 iPhone 11 新款iPhone11手机官网旗舰国行双卡A13""",4788.0,最低最诚信,1724.0,江苏 南京
2029,"""送千元权益 vivo U3X 全面屏手机 vivou3x手机 u3x vivoy7s y93 z3 y3 u1 x27 y97 iqoopro nex3 5g vivo手机""",799.0,三际数码官方旗舰店,1723.0,山东 济南
1289,"""降2780当天发Huawei/华为 Mate 20 pro全面屏5G手机mate20官方30x""",1798.0,绝对诚信qq464547963,1722.0,广东 深圳
2636,"""Apple/苹果 iPhone 11 Pro Max 苹果iphoen11pro港版美版有锁手机""",3558.0,肥鹏展翅,1718.0,广东 深圳
1251,"""128G 3488起/现货速发/苹果7plus Apple/苹果 iPhone 7 Plus 全网通官网官方旗舰店4G手机苹果6P 8 p xr x 7P""",3488.0,三际数码官方旗舰店,1717.0,山东 济南
1269,"""honor/荣耀 荣耀9x pro官方正品全面屏旗舰新品手机8x华为荣耀9x""",897.99,龙通店,1713.0,广东 深圳
1241,"""【购机享好礼】HUAWEI/华为畅享10 Plus大电池升降摄像头智能手机 华为官方旗舰正品苏宁直发""",1399.0,苏宁易购官方旗舰店,1713.0,江苏 南京
285,"""飞利浦E331K老人机超长待机直板按键大屏大字大声音移动电信版4G全网通小学生男女款迷你功能备用机老年手机""",98.0,优机汇数码专营店,1712.0,广东 深圳
606,"""Apple/苹果 iPhone XS Max新苹果 iPhone xs手机xr国行有锁美版8x""",3073.46,启泰数码,1708.0,广东 深圳
624,"""vivo Z5新品vivoz5限量版智能手机官方正品旗舰店官网屏幕指纹学生新款vivoz5x z3x""",1398.0,vivo官方旗舰店,1708.0,广东 东莞
907,"""小米有品多亲2pro手机qin2S助手小爱同学ai智能全面屏卡片迷你特小手机备用学生机微信高中戒网电信4G老人机""",599.0,鑫睿诚数码专营店,1706.0,广东 深圳
2971,"""降价 华为HUAWEI nova 4e超广角全面屏荣耀V20i智能手机nova4e 5i""",1078.0,南南jd,1705.0,广东 深圳
3051,"""24期免息/送烤箱】vivo X27 手机vivox27限量版vivox23幻彩版 vivox21手机官网官方旗舰店vivo新nex27 x27pro""",2498.0,京联通达数码旗舰店,1705.0,北京
268,"""新品上市一加7t手机官网 一加oneplus7T手机全新正品 一加7 骁龙855plus 1+7 1+7t 7pro oneplus官方旗舰店""",3199.0,一加创华威专卖店,1703.0,广东 深圳
683,"""天语 L660手写老人机翻盖手机正品老年机超长待机老人手机大声大屏大字移动电信版男女小学生三防备用功能机""",155.0,天语强宇专卖店,1700.0,广西 桂林
3049,"""纽曼 L660S翻盖老人手机移动电信版备用手机男女款超长待机老人机大字大声大屏学生机老年手机""",158.0,青柠时代数码专营店,1699.0,江苏 南京
246,"""【享24期免息】SMARTISAN/锤子坚果Pro3手机 新品高通骁龙855Plus大电池四摄智能手机官方旗舰店""",2399.0,坚果手机旗舰店,1697.0,广东 深圳
925,"""分期购Apple/苹果 iPhone XR 苹果XR 美版有锁iphonexr手机xs max""",2388.6,鱼得水_168,1696.0,广东 深圳
506,"""【可用300元天猫券】华为HONOR/荣耀20 PRO直降全面屏网通手机9x官方旗舰店正v20s官网8x新品magic23麒麟980""",2699.0,能良数码官方旗舰店,1695.0,上海
439,"""华为畅享10【6+64GB直降200。送原装耳机】Huawei/华为畅享10手机官方旗舰授权店正品全网通畅想 10plus""",899.0,巨利泰数码专营店,1692.0,广东 深圳
2621,"""现货降价mate20正品Huawei/华为 Mate 20 ProUD版mate20x5G版手机""",1797.64,苏苏通讯,1691.0,广东 深圳
