title,price,store,commentcount,sells,location
"""纽曼 Q99+正品卡片手机电信移动超薄迷你可爱袖珍直板按键儿童学生戒网男女备用手机网红个性非智能超小手机""",63.00,"""好易用数码专营店""",7155,445人收货,广东 深圳
"""【下单减300元】OPPO K5 oppok5手机全新款上市oppo手机k3 oppor17opporeno2 0pp0 find未来x0ppo手机r15x""",1799.00,"""oppo熊鑫专卖店""",926,444人收货,上海
"""黑鲨2pro[送手柄]Xiaomi/小米 黑鲨游戏手机2Pro 黑鲨3代手机3pro""",729.00,"""白开水的点燃方式""",1903,442人收货,河南 郑州
"""Motorola/摩托罗拉 V3ie翻盖手机超薄老款经典怀旧手机老人手机""",90.00,"""km开心乐购""",323,441人收货,广东 广州
"""荣耀9x【亏本冲量】华为honor/荣耀 荣耀9x 新手机正品8荣耀9xpro""",999.00,"""诚亨通讯""",2675,440人收货,广东 深圳
"""【咨询有优惠】红魔3S nubia/努比亚 红魔3代电竞手机 全网通游戏手机骁龙855红魔2Mars 3S 三代 红魔4代旗舰""",1658.00,"""年年盛数码专营店""",2541,440人收货,广东 深圳
"""分期 Apple/苹果 iPhone 8 Plus 苹果8Plus 美版国行4G苹果8P手机""",2040.00,"""有佳服装店""",216,475人收货,广东 深圳
"""领100元券分期免息新品128g华为honor/荣耀 荣耀8X手机11x降价官网官方旗舰店正品畅玩10青春版9x 8xmax pro""",878.00,"""和来达数码专营店""",2335,475人收货,广东 深圳
"""【256G低至1919元】华为HONOR荣耀9X PRO麒麟810手机x9荣耀9x系列官方旗舰店20i正品8x降价9xpro学生20青春版""",1999.00,"""三际数码官方旗舰店""",1231,473人收货,山东 济南
"""24期免息/新品当天发】Huawei/华为nova 6 5G/4G官方旗舰店正品华为nova6手机5g全网通p30直降mate30新款5pro""",3199.00,"""京联通达数码旗舰店""",159,473人收货,北京
"""索爱 官方T1老人手机直板超长待机三防老年机移动电信版手机大屏大字大声老人机正品大按键全网通女老年手机""",89.00,"""百吉利数码专营店""",3388,473人收货,广东 深圳
"""分期免息 Apple/苹果 iPhone XR 苹果xr美版 iphonexr无锁手机XS""",2381.60,"""wy1689999""",1135,472人收货,上海
"""OPPO A57全网通4G智能手机指纹识别双卡拍照学生老人超薄新款正品""",330.00,"""tb046387630""",155,472人收货,广东 深圳
"""【领券减40元+送手环】Xiaomi/小米max3手机 官方旗舰店官网max2正品6x小米mix3全新max4红米note7pro 8plus9""",999.00,"""三际数码官方旗舰店""",2920,471人收货,山东 济南
"""现货直降价华为HUAWEI HUAWEI Mate 30 Pro 5G 全面屏旗舰5G手机""",3284.71,"""赛西湖""",1156,471人收货,浙江 杭州
"""vivo y67全网通指纹 vivoy67老人学生手机美颜vivo y66 Y51a x7""",328.00,"""陈永萍2""",1208,471人收货,广东 深圳
"""【限时立减200 套餐一赠耳机】OPPO K3 骁龙710屏幕指纹升降全面屏全网通拍照4G智能手机官方游戏oppok3k5""",1799.00,"""苏宁易购官方旗舰店""",16315,468人收货,江苏 南京
"""当天发/3期免息/保修3年/送好礼/Huawei/华为 畅享9手机官方旗舰店正品畅想9plus 荣耀9x青春5g全网通mate30""",849.00,"""君问数码官方旗舰店""",852,468人收货,浙江 杭州
"""分期免息Apple/苹果 iPhone 8 Plus苹果8plus国行4G全网通8代手机""",1048.00,"""小美w""",205,466人收货,广东 深圳
"""【年货节立减100 低至2599】realme 真我X2 Pro骁龙855Plus 50W闪充6400W四摄90Hz流体屏realmex2pro手机""",2599.00,"""realme官方旗舰店""",2946,466人收货,广东 东莞
"""华为荣耀20pro honor/荣耀 荣耀20PRO手机官方麒麟980直降新品V30""",1699.00,"""深圳一航""",5829,465人收货,广东 深圳
"""官方Xiaomi/小米 Redmi K30 5G红米k30pro手机plus新20尊享版5g""",1417.99,"""品牌机批发店""",93,465人收货,广东 深圳
"""Nokia/诺基亚c1-02移动老人机直板按键老年款备用经典学生小手机""",52.90,"""大时代女人街""",377,463人收货,上海
"""【1.6领券至高省50】vivo U3新品vivou3千元拍照智能手机大电池官方旗舰店官网正品学生vivou1u3xx27""",999.00,"""苏宁易购官方旗舰店""",860,463人收货,江苏 南京
"""华为nova6【直降540】HUAWEI nova 6/nova 6 5G版手机se官方6Pro""",1998.00,"""白开水的点燃方式""",144,463人收货,河南 郑州
"""诺基亚老人手机超长待机大屏大字大声老年全网通4G电信联通经典款""",118.00,"""映映萍萍""",1841,462人收货,广东 东莞
"""分期免息Apple/苹果 iPhone 8 Plus 全网通4G全新国行iphone8手机""",2080.00,"""wywy12332122""",361,462人收货,广东 深圳
"""24期分期/Apple/苹果 iPhone 11 手机现货4G全网通新款iphone11 pro max官网旗舰店国行苹果x/iPhone xs max""",5048.00,"""博盛景数码专营店""",506,459人收货,广东 深圳
"""【优惠140】Nokia/诺基亚 8110 4G香蕉小手机老年人学生机滑盖备用机洛基亚网红全新正品官方旗舰店""",359.00,"""京联通达数码旗舰店""",4412,459人收货,北京
"""【钜惠100 6期免息】Meizu/魅族16Xs极边对称全面屏4800万AI三摄4000mAh大电池4G商务拍照手机官方旗舰店正品""",1499.00,"""魅族官方旗舰店""",6361,458人收货,广东 珠海
"""纽曼Q99+卡片手机儿童迷你学生手机非智能可爱超小电信移动超薄袖珍直板按键小学生戒网备用手机网红个性男女""",63.00,"""恒诚卓越数码专营店""",1311,456人收货,广东 深圳
"""花呗分期Apple/苹.果6s plus国行正品苹.果6s手机6sp全新三网通4g""",865.00,"""芊芊靓依女装""",224,455人收货,广东 深圳
"""当天发【直降100元】Huawei/华为 nova 5z 新款手机官方旗舰店nova5pro官网直降5g全网通v30千元机5i荣耀9x""",1499.00,"""京合旗舰店""",268,455人收货,安徽 合肥
"""当天发【已售20000+件】Huawei/华为 畅享9 PLUS 官方旗舰店官网正品手机畅想9P/nova5i/荣耀9X/新品20降价10""",899.00,"""同迅数码专营店""",5588,454人收货,辽宁 大连
"""128G版到手1049起+选天猫精灵 Xiaomi/小米CC9E手机 小米手机官方旗舰店小米官网8se小米8青春cc9美图红米K20""",999.00,"""三际数码官方旗舰店""",509,453人收货,山东 济南
"""【低至999元】华为旗下HONOR/荣耀8X全面屏手机屏占比高达91%智能学生青春正品官方旗舰店10青春""",999.00,"""荣耀官方旗舰店""",30421,453人收货,广东 深圳
"""Nokia/诺基亚老人手机移动电信4G直板老年手机大字大声正品老人机""",98.00,"""tb111287274""",368,452人收货,广东 深圳
"""24期免息 当天发/选送AI音箱无线充/Huawei/华为Mate 30 Pro 5G手机mate30pro5G官方旗舰店P30直降mate20新品""",6399.00,"""华为莫问专卖店""",738,449人收货,浙江 杭州
"""Samsung/三星 GALAXY S9+ 三星S9 s9+ plus港版美版手机note10+s8""",1838.00,"""小萝卜通讯""",7321,448人收货,上海
"""Apple/苹果 iPhone XS Max新苹果 iPhone xs手机xr国行有锁美版8x""",3073.46,"""启泰数码""",1708,447人收货,广东 深圳
"""超薄手机P30全网通4G全面水滴屏指纹游戏安卓学生价便宜智能手机""",168.00,"""鸿鑫数码网""",176,446人收货,广东 深圳
"""Apple/苹果 iPhone X 苹果xs max  iphonex iphonexs max国行手机""",3600.00,"""mm多玛妮""",510,446人收货,广东 深圳
"""酷驰 X23水滴全面屏安卓电信大屏游戏双卡全网通4G智能学生价手机""",320.00,"""华信达商城""",161,445人收货,广东 深圳
"""华为电信版小手机儿童学生备用天翼按键老年人4G棒棒机戒网非智能""",55.00,"""玛丽m1989""",1638,445人收货,广东 深圳
"""纽曼 Q99+正品卡片手机电信移动超薄迷你可爱袖珍直板按键儿童学生戒网男女备用手机网红个性非智能超小手机""",63.00,"""好易用数码专营店""",7155,445人收货,广东 深圳
"""【下单减300元】OPPO K5 oppok5手机全新款上市oppo手机k3 oppor17opporeno2 0pp0 find未来x0ppo手机r15x""",1799.00,"""oppo熊鑫专卖店""",926,444人收货,上海
"""黑鲨2pro[送手柄]Xiaomi/小米 黑鲨游戏手机2Pro 黑鲨3代手机3pro""",729.00,"""白开水的点燃方式""",1903,442人收货,河南 郑州
"""Motorola/摩托罗拉 V3ie翻盖手机超薄老款经典怀旧手机老人手机""",90.00,"""km开心乐购""",323,441人收货,广东 广州
"""荣耀9x【亏本冲量】华为honor/荣耀 荣耀9x 新手机正品8荣耀9xpro""",999.00,"""诚亨通讯""",2675,440人收货,广东 深圳
"""【咨询有优惠】红魔3S nubia/努比亚 红魔3代电竞手机 全网通游戏手机骁龙855红魔2Mars 3S 三代 红魔4代旗舰""",1658.00,"""年年盛数码专营店""",2541,440人收货,广东 深圳
"""分期 Apple/苹果 iPhone 8 Plus 苹果8Plus 美版国行4G苹果8P手机""",2040.00,"""有佳服装店""",216,475人收货,广东 深圳
"""领100元券分期免息新品128g华为honor/荣耀 荣耀8X手机11x降价官网官方旗舰店正品畅玩10青春版9x 8xmax pro""",878.00,"""和来达数码专营店""",2335,475人收货,广东 深圳
"""【256G低至1919元】华为HONOR荣耀9X PRO麒麟810手机x9荣耀9x系列官方旗舰店20i正品8x降价9xpro学生20青春版""",1999.00,"""三际数码官方旗舰店""",1231,473人收货,山东 济南
"""24期免息/新品当天发】Huawei/华为nova 6 5G/4G官方旗舰店正品华为nova6手机5g全网通p30直降mate30新款5pro""",3199.00,"""京联通达数码旗舰店""",159,473人收货,北京
"""索爱 官方T1老人手机直板超长待机三防老年机移动电信版手机大屏大字大声老人机正品大按键全网通女老年手机""",89.00,"""百吉利数码专营店""",3388,473人收货,广东 深圳
"""分期免息 Apple/苹果 iPhone XR 苹果xr美版 iphonexr无锁手机XS""",2381.60,"""wy1689999""",1135,472人收货,上海
"""OPPO A57全网通4G智能手机指纹识别双卡拍照学生老人超薄新款正品""",330.00,"""tb046387630""",155,472人收货,广东 深圳
"""【领券减40元+送手环】Xiaomi/小米max3手机 官方旗舰店官网max2正品6x小米mix3全新max4红米note7pro 8plus9""",999.00,"""三际数码官方旗舰店""",2920,471人收货,山东 济南
"""现货直降价华为HUAWEI HUAWEI Mate 30 Pro 5G 全面屏旗舰5G手机""",3284.71,"""赛西湖""",1156,471人收货,浙江 杭州
"""vivo y67全网通指纹 vivoy67老人学生手机美颜vivo y66 Y51a x7""",328.00,"""陈永萍2""",1208,471人收货,广东 深圳
"""【限时立减200 套餐一赠耳机】OPPO K3 骁龙710屏幕指纹升降全面屏全网通拍照4G智能手机官方游戏oppok3k5""",1799.00,"""苏宁易购官方旗舰店""",16315,468人收货,江苏 南京
"""当天发/3期免息/保修3年/送好礼/Huawei/华为 畅享9手机官方旗舰店正品畅想9plus 荣耀9x青春5g全网通mate30""",849.00,"""君问数码官方旗舰店""",852,468人收货,浙江 杭州
"""分期免息Apple/苹果 iPhone 8 Plus苹果8plus国行4G全网通8代手机""",1048.00,"""小美w""",205,466人收货,广东 深圳
"""【年货节立减100 低至2599】realme 真我X2 Pro骁龙855Plus 50W闪充6400W四摄90Hz流体屏realmex2pro手机""",2599.00,"""realme官方旗舰店""",2946,466人收货,广东 东莞
"""华为荣耀20pro honor/荣耀 荣耀20PRO手机官方麒麟980直降新品V30""",1699.00,"""深圳一航""",5829,465人收货,广东 深圳
"""官方Xiaomi/小米 Redmi K30 5G红米k30pro手机plus新20尊享版5g""",1417.99,"""品牌机批发店""",93,465人收货,广东 深圳
"""Nokia/诺基亚c1-02移动老人机直板按键老年款备用经典学生小手机""",52.90,"""大时代女人街""",377,463人收货,上海
"""【1.6领券至高省50】vivo U3新品vivou3千元拍照智能手机大电池官方旗舰店官网正品学生vivou1u3xx27""",999.00,"""苏宁易购官方旗舰店""",860,463人收货,江苏 南京
"""华为nova6【直降540】HUAWEI nova 6/nova 6 5G版手机se官方6Pro""",1998.00,"""白开水的点燃方式""",144,463人收货,河南 郑州
"""诺基亚老人手机超长待机大屏大字大声老年全网通4G电信联通经典款""",118.00,"""映映萍萍""",1841,462人收货,广东 东莞
"""分期免息Apple/苹果 iPhone 8 Plus 全网通4G全新国行iphone8手机""",2080.00,"""wywy12332122""",361,462人收货,广东 深圳
"""24期分期/Apple/苹果 iPhone 11 手机现货4G全网通新款iphone11 pro max官网旗舰店国行苹果x/iPhone xs max""",5048.00,"""博盛景数码专营店""",506,459人收货,广东 深圳
"""【优惠140】Nokia/诺基亚 8110 4G香蕉小手机老年人学生机滑盖备用机洛基亚网红全新正品官方旗舰店""",359.00,"""京联通达数码旗舰店""",4412,459人收货,北京
"""【钜惠100 6期免息】Meizu/魅族16Xs极边对称全面屏4800万AI三摄4000mAh大电池4G商务拍照手机官方旗舰店正品""",1499.00,"""魅族官方旗舰店""",6361,458人收货,广东 珠海
"""纽曼Q99+卡片手机儿童迷你学生手机非智能可爱超小电信移动超薄袖珍直板按键小学生戒网备用手机网红个性男女""",63.00,"""恒诚卓越数码专营店""",1311,456人收货,广东 深圳
"""花呗分期Apple/苹.果6s plus国行正品苹.果6s手机6sp全新三网通4g""",865.00,"""芊芊靓依女装""",224,455人收货,广东 深圳
"""当天发【直降100元】Huawei/华为 nova 5z 新款手机官方旗舰店nova5pro官网直降5g全网通v30千元机5i荣耀9x""",1499.00,"""京合旗舰店""",268,455人收货,安徽 合肥
"""当天发【已售20000+件】Huawei/华为 畅享9 PLUS 官方旗舰店官网正品手机畅想9P/nova5i/荣耀9X/新品20降价10""",899.00,"""同迅数码专营店""",5588,454人收货,辽宁 大连
"""128G版到手1049起+选天猫精灵 Xiaomi/小米CC9E手机 小米手机官方旗舰店小米官网8se小米8青春cc9美图红米K20""",999.00,"""三际数码官方旗舰店""",509,453人收货,山东 济南
"""【低至999元】华为旗下HONOR/荣耀8X全面屏手机屏占比高达91%智能学生青春正品官方旗舰店10青春""",999.00,"""荣耀官方旗舰店""",30421,453人收货,广东 深圳
"""Nokia/诺基亚老人手机移动电信4G直板老年手机大字大声正品老人机""",98.00,"""tb111287274""",368,452人收货,广东 深圳
"""24期免息 当天发/选送AI音箱无线充/Huawei/华为Mate 30 Pro 5G手机mate30pro5G官方旗舰店P30直降mate20新品""",6399.00,"""华为莫问专卖店""",738,449人收货,浙江 杭州
"""Samsung/三星 GALAXY S9+ 三星S9 s9+ plus港版美版手机note10+s8""",1838.00,"""小萝卜通讯""",7321,448人收货,上海
"""Apple/苹果 iPhone XS Max新苹果 iPhone xs手机xr国行有锁美版8x""",3073.46,"""启泰数码""",1708,447人收货,广东 深圳
"""超薄手机P30全网通4G全面水滴屏指纹游戏安卓学生价便宜智能手机""",168.00,"""鸿鑫数码网""",176,446人收货,广东 深圳
"""Apple/苹果 iPhone X 苹果xs max  iphonex iphonexs max国行手机""",3600.00,"""mm多玛妮""",510,446人收货,广东 深圳
"""酷驰 X23水滴全面屏安卓电信大屏游戏双卡全网通4G智能学生价手机""",320.00,"""华信达商城""",161,445人收货,广东 深圳
"""华为电信版小手机儿童学生备用天翼按键老年人4G棒棒机戒网非智能""",55.00,"""玛丽m1989""",1638,445人收货,广东 深圳
"""纽曼 Q99+正品卡片手机电信移动超薄迷你可爱袖珍直板按键儿童学生戒网男女备用手机网红个性非智能超小手机""",63.00,"""好易用数码专营店""",7155,445人收货,广东 深圳
"""【下单减300元】OPPO K5 oppok5手机全新款上市oppo手机k3 oppor17opporeno2 0pp0 find未来x0ppo手机r15x""",1799.00,"""oppo熊鑫专卖店""",926,444人收货,上海
"""黑鲨2pro[送手柄]Xiaomi/小米 黑鲨游戏手机2Pro 黑鲨3代手机3pro""",729.00,"""白开水的点燃方式""",1903,442人收货,河南 郑州
"""Motorola/摩托罗拉 V3ie翻盖手机超薄老款经典怀旧手机老人手机""",90.00,"""km开心乐购""",323,441人收货,广东 广州
"""荣耀9x【亏本冲量】华为honor/荣耀 荣耀9x 新手机正品8荣耀9xpro""",999.00,"""诚亨通讯""",2675,440人收货,广东 深圳
"""【咨询有优惠】红魔3S nubia/努比亚 红魔3代电竞手机 全网通游戏手机骁龙855红魔2Mars 3S 三代 红魔4代旗舰""",1658.00,"""年年盛数码专营店""",2541,440人收货,广东 深圳
"""当天发正品直降价【立省988】honor/荣耀 荣耀9X PRO官方手机V20S""",899.00,"""梅州铭鑫通讯""",2733,439人收货,广东 深圳
"""【填登录手机】24.8/月百度网盘超级会员12个月云盘SVIP自动充值""",298.00,"""百度网盘旗舰店""",4102,438人收货,北京
"""当天发24期免息送礼Huawei/华为nova 6 5G/4G官方旗舰店正品新nova6 pro 5g手机se全网通mate30荣耀p30直降40""",3199.00,"""同步飞扬数码专营店""",158,438人收货,广东 深圳
"""雷神加速器50小时折扣网络游戏加速器steam加速 账号填手机号直充""",9.90,"""福禄网游数卡专营店""",180,438人收货,湖北 武汉
"""现货OnePlus/一加7TPro手机官方旗舰1+7t一加7pro 一加七 8 1加7t""",1719.00,"""wezebaba""",1374,436人收货,广东 深圳
"""华为nova6【直降620】HUAWEI nova 6/nova 6 5G版手机se正品6Pro""",1977.80,"""深港通信专卖""",181,435人收货,广东 深圳
"""【8GB限时低至2399元】华为旗下HONOR/荣耀V20全视屏新品麒麟980处理器4800万AI智能游戏手机官方旗舰店""",2399.00,"""荣耀官方旗舰店""",21925,435人收货,广东 深圳
"""vivo Z5新品vivoz5限量版智能手机官方正品旗舰店官网屏幕指纹学生新款vivoz5x z3x""",1398.00,"""vivo官方旗舰店""",1708,434人收货,广东 东莞
"""Nokia/诺基亚 5000 经典超薄怀旧直板按键大声老人机学生备用手机""",49.00,"""恒发通讯数码""",848,434人收货,广东 深圳
"""K-Touch/天语 T9双屏翻盖手机 大字大声老人手机超长待机 老年手机学生移动老人机""",149.00,"""苏宁易购官方旗舰店""",2346,433人收货,江苏 南京
"""439元起Huawei/华为 畅享8e 华为官方旗舰店官网正品7Plus手机7s荣耀9i畅玩7x 7c 7a 华为畅享8e青春畅想8""",439.00,"""启能数码专营店""",1897,433人收货,北京
"""Meizu/魅族 魅蓝note3全网通4g note5/6大屏老人智能2手机魅蓝5/6""",235.00,"""朱猪商贸""",539,432人收货,广东 深圳
"""12期免息立减800【优惠2150】 Huawei/华为 Mate 20 华为Mate20手机官方旗舰店nova5G正品p30pro直降价mate30""",2699.00,"""三际数码官方旗舰店""",4921,432人收货,山东 济南
"""新Nokia/诺基亚105 手机官方正品移动直板按键学生老人备用机 老人手机 诺基亚105 老年机 老人机官方旗舰""",129.00,"""苏宁易购官方旗舰店""",59315,430人收货,江苏 南京
"""【花呗分期】Apple/苹果 iPhone 11 Pro Max苹果11promax有锁手机""",3499.00,"""icmay2012""",1673,429人收货,上海
"""Konka/康佳 U11翻盖手机老人机超长待机正品移动老人手机大字大声大屏老年手机翻盖机男女款备用功能机老年机""",158.00,"""konka康佳手机旗舰店""",1074,429人收货,广东 深圳
"""128G到手1199起/选天猫精灵Xiaomi小米红米note8手机官网旗舰店note9 7官方Redmi Note8pro青春版cc9e正品k30""",999.00,"""能良数码官方旗舰店""",1251,429人收货,上海
"""最高已降420 送耳机/手环12期 中移动小米Redmi Note8 Pro全网通4G手机6400万主摄官方旗舰店红米Note8""",1079.00,"""中国移动官方旗舰店""",960,428人收货,浙江 杭州
"""百合BIHEE C20A全网通老人机移动电信4G老年手机大字大声超长待机""",99.00,"""百合老人机总代理""",2705,428人收货,广东 深圳
"""军工三防老人手机超长待机移动电信联通4G全网通大声大字老年手机""",68.00,"""国为数码科技""",1591,426人收货,广东 深圳
"""新品Xiaomi/小米 Redmi K30 5G红米k30pro官方旗舰手机20尊享版5g""",1417.99,"""龙通店""",330,426人收货,广东 深圳
"""Meizu/魅族 魅蓝note5全网通4G八核5.5大屏智能手机note6 /3魅蓝5""",210.00,"""摩亨通讯""",566,425人收货,广东 深圳
"""【直降400】OPPO Reno Ace opporenoace手机新款上市oppoace高达opporeno2 0ppo未来x游戏reno2z oppor17pro""",2999.00,"""能良数码官方旗舰店""",1500,425人收货,上海
"""Philips/飞利浦 E163K 移动联通2G老人机超长待机直板按键大屏大字大声老年手机军工女款小学生迷你备用机""",119.00,"""飞利浦官方旗舰店""",7556,423人收货,上海
"""正品老年智能手机 大声大字老人机大屏省钱电信全网通4G超长待机""",248.00,"""yhblovehy""",1039,422人收货,广东 深圳
"""nubia/努比亚 Z20双面屏摄影电竞游戏双面屏美颜自拍曲面屏智能网络安卓手机""",2499.00,"""努比亚官方旗舰店""",2456,422人收货,广东 深圳
"""【咨询减150元+选无线充】xiaomi/小米9pro5g手机全网通官网旗舰店cc9五g九9plus官方10小米5G版新品手机mix4""",3738.00,"""能良数码官方旗舰店""",581,422人收货,上海
"""【填登录手机号】28.7/月百度网盘超级会员3个月SVIP季卡自动充值""",86.00,"""百度网盘旗舰店""",686,421人收货,北京
"""honor/荣耀 荣耀8青春版全网通64G高配版华为荣耀8指纹解锁手机4G""",378.00,"""深圳市通天地通讯城""",236,420人收货,广东 深圳
"""正品X23老人智能手机大字声大屏老年机超长待机移动电信全网通4G""",258.00,"""魅图科技企业店""",101,420人收货,广东 深圳
"""立减100元 vivo Z5x手机限量版vivo官方旗舰店新品vivoz5x高配版vivox27 voviz5x手机bbk z5x vivo手机z3""",1298.00,"""vivo天诚专卖店""",5857,420人收货,广东 东莞
"""直降1011元 honor/荣耀 荣耀20PRO手机官方华为荣耀V30 荣耀20pro""",1657.00,"""wezebaba""",2443,419人收货,广东 深圳
"""【限时钜惠400 】Meizu/魅族16th骁龙845八核散热超窄边框全面屏屏下指纹双摄拍照商务官方旗舰店正品手机""",1598.00,"""魅族官方旗舰店""",19084,419人收货,广东 珠海
"""官网直降2700元Huawei/华为 Mate 20 Pro手机P30降价mate20x正品""",1988.00,"""深港通信专卖""",3202,419人收货,广东 深圳
"""纽曼 P308正品全面水滴屏学生价4G百元游戏智能安卓全网通电信超薄大屏双卡双待一体机指纹解锁千元拍照手机""",388.00,"""深圳海创利华数码专营店""",204,418人收货,广东 深圳
"""儿童手机小学生可爱卡通迷你袖珍个性小手机男女孩4g联通电信戒网""",73.00,"""易达能""",1306,418人收货,广东 深圳
"""24期分期/送礼/Huawei/华为 畅享9中移动手机正品官方旗舰店千元机 MAX 10 plus 9s 9e 9x""",748.00,"""中国移动官方旗舰店""",1394,417人收货,浙江 杭州
"""Apple/苹果 iPhone XS Max 苹果xsmax iPhonexsmax手机8x xs max""",1440.00,"""庆合家居""",546,417人收货,广东 深圳
"""【限时立减300】OPPO K5 oppok5pro新品手机限量版0ppok5新款上市oppo未来x oppor17  k1 k3 k7 a11x r9 r15x""",1799.00,"""聚宝康数码专营店""",783,417人收货,北京
"""【下单省800】vivo iQOO Pro 5G全网通手机 vivoiqoopro vivoiqoo iqoopro 5G版网络 全新款vivox27 iq00 x23""",3498.00,"""vivo航鹰专卖店""",2457,417人收货,浙江 杭州
"""官方正品Xiaomi/小米 Redmi Note8 Pro新品红米note8pro旗舰手机7""",899.00,"""chenghong301314""",1943,417人收货,广东 深圳
"""【立减200】realme X2 realmex2手机超薄限量版realme官方旗舰店官网大师版realmex青春版q pro""",1299.00,"""问鼎数码专营店""",525,417人收货,江苏 南京
"""降价！Xiaomi/小米 Redmi Note 7小金刚新手机红米note7pro正品8""",747.99,"""有话好说liu""",915,416人收货,广东 深圳
"""【4+64G低至899】红米note8 4800万四摄智能拍照游戏学生手机redmi红米pro小米官方旗舰店正品xiaom""",899.00,"""小米官方旗舰店""",2242,416人收货,北京
"""12期分期/现货速发 Apple/苹果 iPhone 8 Plus 4G手机苹果X官网8p官方xr旗舰7P苹果iPhone11手机pro降价xsmax""",4199.00,"""三际数码官方旗舰店""",5,7人付款,山东 济南
"""【现货分期】Apple/苹果 iPhone 8 Plus 苹果8plus 苹果8代4G手机""",2150.00,"""南涛科技""",204,24人付款,广东 深圳
"""Apple/苹果 iPhone 11 Pro Max韩版美版日版无锁有锁手机苹果电信""",4630.00,"""yxc18948999838""",26,27人付款,广东 深圳
"""Apple/苹果 iPhone XS Max 苹果xsmax iphonexsmax 手机""",1800.00,"""舞夜友明工作室""",76,127人付款,广东 深圳
"""分期免息Apple/苹果 iPhone 11 Pro iPhone xr 苹果11 iPhone11x""",4980.00,"""尘世vae""",252,143人付款,广东 深圳
"""8重礼Apple/苹果 iPhone 11 Pro Max 美版国行苹果iPhone 11手机""",3398.00,"""babala卓越行""",5,13人付款,广东 深圳
"""【十一年老店】全新Apple/苹果 iPhone XS Max""",4600.00,"""领域数码通讯""",203,17人付款,广东 深圳
"""蜜茶手机苹果7 Apple/苹果 iPhone 7手机官方iphone 7全新正品行货苹果手机7 iphone7""",2699.00,"""搜酷数码专营店""",33,20人付款,北京
"""Apple/苹果 iPhone 11 Pro Max苹果iphoen11pro 港版美版有锁手机""",4599.00,"""鹅总经理""",80,54人付款,广东 深圳
"""Apple/苹果 iPhone XS 全网通4G智能手机""",5399.00,"""云南移动官方旗舰店""",6,9人付款,云南 昆明
"""蜜茶手机Apple/苹果 iPhone 11 移动联通电信全网通4G智能手机 全新国行正品 iPhone11 苹果11 手机""",5059.00,"""搜酷数码专营店""",38,14人付款,北京
"""Apple/苹果 iPhone 8国行256G三网通4G正品手机苹果8Plus分期免息""",1388.00,"""ivwicfn""",190,16人付款,上海
"""四季数码 澳门代购Apple/苹果 iPhone 11 Pro Max 11Pro 港版国行""",7330.00,"""哈尔滨交易""",628,98人付款,广东 珠海
"""Apple/苹果 iPhone XSMax 苹果xsmax苹果xs国行双卡美版8x手机""",1700.00,"""舞夜友明工作室""",1098,379人付款,广东 深圳
"""Apple/苹果 iPhone XS Max 美版无锁有锁港版国行xr手机11pro max""",2740.32,"""蘑菇家的木耳""",176,46人付款,广东 深圳
"""Apple/苹果iPhone 11 Pro暗夜绿港澳全新正品手机11pro Max港版""",7250.00,"""faithful1993""",192,59人付款,广东 珠海
"""Apple/苹果 iPhone XS Max 苹果xs iphoneXs 双卡港版国行xr手机""",3118.00,"""嘉年商业""",51,53人付款,广东 深圳
"""128g现货24期分期0首付Apple苹果iPhone 7 Plus全网通官方旗舰店正品iphone7plus手机官网降价有苹果xs新款11""",2888.00,"""飞鸿数码旗舰店""",70,6人付款,湖南 长沙
"""Apple/苹果 iPhone XS 苹果xs MAX 双卡max 港版美版日版有锁手机""",3400.00,"""启航数码007""",772,34人付款,广东 深圳
"""Apple/苹果 Apple iPhone XS Max 美版日版韩版 有锁无锁11 pro m""",3478.00,"""sunyt123""",,23人付款,广东 深圳
"""分期免息Apple/苹果 iPhone 8 苹果手机iphone8 Plus有锁无锁三网""",1588.00,"""启泰数码""",409,180人付款,广东 深圳
"""24期分期【送无线充】Apple/苹果iPhone 11 Pro Max 手机苹果11新品iphone11promax官方13/xs max""",8758.00,"""博盛景数码专营店""",18,4人付款,广东 深圳
"""【分期免息】Apple/苹果 iPhone 8全新国行三网通4GiPhone 8Plus""",1488.00,"""liangwei2593474""",309,138人付款,北京
"""Apple/苹果 iPhone XR 6.1英寸屏 iPhone X 9 苹果手机2018 双卡""",3788.00,"""李小麦的店""",792,50人付款,北京
"""Apple/苹果 iPhone 11全新有锁无锁 国行 双卡日版 Pro 11promax""",3299.00,"""朱水平99""",44,37人付款,广东 深圳
"""同城闪送Apple/苹果 iPhone 11 Pro iPhone 11 Pro Max国行港版""",4499.00,"""wangying15870022201""",34,50人付款,广东 广州
"""Apple/苹果 iPhone XR 苹果XR iphonexr双卡iphone xr全网通手机""",2368.00,"""嘉年商业""",1392,91人付款,广东 深圳
"""Apple/苹果 iPhone X全网通4G国行美版XR手机苹果8X双卡双待""",3480.00,"""redyaod""",146,184人付款,广东 深圳
"""Apple/苹果 iPhone XS 苹果iPhone XS原装Xs 5.8英寸4G全网手机""",4199.00,"""jiali通讯""",80,32人付款,上海
"""【年货价 已直降300元 12期分期顺丰包邮】Apple/苹果iPhone XR 双卡全网通11Pro官方全新原装未拆封正品防水""",4599.00,"""高远数码旗舰店""",59,1人付款,山西 晋城
