title,price,store,commentcount,location
"""现货降价|华为p30proHUAWEI HUAWEI P30 PRO价官方正品手机mate30""",2677.73,"""赛西湖""",7172,浙江 杭州
"""下单减500 vivo iQOO Pro5G全网通手机全新正品855Plus vivoiqoopro5g手机 iqoopro x27 iqoo5g版手机vivo""",3498.00,"""vivo曼尼金专卖店""",558,江苏 南京
"""【分期免息】nubia/努比亚 Z20手机双面屏官方旗舰红魔3代努比亚X""",2128.00,"""wezebaba""",483,广东 深圳
"""【填登录手机号】8元/月百度网盘普通会员VIP12个月云盘自动充值""",96.00,"""百度网盘旗舰店""",431,北京
"""【年货节至高优惠600元】Samsung/三星 Galaxy A70 SM-A7050 4G智能手机屏下指纹解锁全网通游戏拍照手机""",2099.00,"""三星官方旗舰店""",3118,北京
"""官方降价【当天发】华为honor/荣耀 荣耀V20 全面屏手机荣耀20pro""",1197.99,"""品牌机批发店""",2708,广东 深圳
"""小辣椒9X手机多开分身8g运行128g大内存智能学生价千元电信备用游戏小屏幕双卡4g全网通老年老人机官方旗舰店""",899.00,"""小辣椒旗舰店""",419,广东 东莞
"""【12期免息+优惠1100】Huawei/华为 P30 Pro官网官方旗舰店手机30正品p30直降mate20x/p20新款荣耀30pro""",3388.00,"""蓝港数码专营店""",1161,广东 深圳
"""【限时低至999元】华为旗下HONOR/荣耀8X Max全新正品商务智能学生全面屏智能骁龙手机官方旗舰正品全新""",999.00,"""荣耀官方旗舰店""",2531,广东 深圳
"""至高省600 vivo iQOO Pro 5G全网通手机vivoiqoopro vivoiqoo vivoneo855 nex3 x21 vivox27 vivo手机iqoo 5G""",3498.00,"""能良数码官方旗舰店""",990,上海
"""官方【亏本冲量】vivo U3x 新品vivou3x智能手机u3老人学生vivou1""",599.00,"""chenghong301314""",644,广东 深圳
"""BlackBerry/黑莓8520手机 黑白  学生机 戒网瘾 送贴纸送9900耳机""",99.75,"""特火通讯""",1405,广东 深圳
"""【最高减200元 6期免息当天发】中移动小米 Redmi K30新品红米K30 4G手机官方旗舰店正品RedmiK30 Pro 5""",1699.00,"""中国移动官方旗舰店""",93,浙江 杭州
"""OPPO A59S全网通4G运存正面指纹识别原装正品智能4G手机 oppoa59s""",345.00,"""智能时代通讯7""",124,广东 深圳
"""Coolpad/酷派cool 9正品全面水滴屏全网通4G学生游戏超薄安卓双卡指纹一体拍照老人老年大字超长待机智能手机""",549.00,"""锦万数码专营""",452,广东 深圳
"""Apple/lPhone 苹.果6s plus 国行手机苹.果7代7plus全网通正品4G""",920.00,"""香港1号店商城""",222,广东 深圳
"""（秒发）vivo iQOO艾酷骁龙855屏幕指纹全网通手机vivo iqooneo""",1228.00,"""skhh811000""",251,广东 广州
"""OPPO Find X全网通4G智能高通骁龙845手机 oppofindx曲面屏手机""",2498.00,"""雪海金庭园""",118,浙江 杭州
"""Huawei/华为 畅享5S 畅享5 移动电信联通全网通4G老年人智能手机""",290.00,"""苏启明""",1215,广东 深圳
"""【1.6至高省550 低至1249起】realme 真我X 大师版 索尼4800万升降全面屏20W闪充 全网通realme X 大师版手机""",1299.00,"""苏宁易购官方旗舰店""",4816,江苏 南京
"""小米有品多亲2pro手机qin2S助手小爱同学ai智能全面屏卡片迷你特小手机备用学生机微信高中戒网电信4G老人机""",599.00,"""鑫睿诚数码专营店""",1706,广东 深圳
"""华为mate30新品HUAWEI HUAWEI Mate 30 Pro保时捷5g版手机麒麟990""",3179.00,"""鲁信数码科技公司""",598,河南 郑州
"""【两只大熊猫】Apple/苹果 iPhone 11 pro max美日港版有无锁手机""",3350.00,"""y66613031""",831,广东 深圳
"""华为nova5pro降价HUAWEI nova 5 Pro 全面屏智能手机nova5 i pro""",1437.85,"""中宽通讯行""",1193,广东 深圳
"""Xiaomi/小米 小米9 pro5g版手机9plus官方旗舰mix4阿尔法10全新""",3368.00,"""龙通店""",2977,广东 深圳
"""下单减300 vivo iQOO Neo 855限量版vivoiqooneo骁龙855 vivoiqoo iqooneo2 vivox27 z5x x21 iqoopro 5g手机""",2298.00,"""京联通达数码旗舰店""",780,北京
"""分期免息HUAWEI/华为Mate30Pro5G版华为官方旗舰店5g全网通华为5g手机官网正品mate305g直降p30pro mate30x""",6399.00,"""创汇通达数码旗舰店""",381,北京
"""官方正品Nokia/诺基亚 新105超长待机老人机大声音工作学生手机""",99.00,"""国际品牌集市""",1822,广东 深圳
"""现货当天发免息送好礼honor/华为荣耀10青春版手机官方旗舰店正品降价荣耀8/9x新款play3/20i青春版畅享10""",848.00,"""oksj数码旗舰店""",956,广东 深圳
"""Apple/lPhone 6splus 苹.果6sp 苹.果6s手机7代7plus全网通正品7p""",920.70,"""韩版范欧美风潮牌""",1,广东 深圳
"""【领券减100元+送天猫精灵】xiaomi/小米9Pro手机官方旗舰店小米95G全网通手机10骁龙855plus九红米K20尊享版""",3599.00,"""三际数码官方旗舰店""",435,山东 济南
"""Samsung/三星 GALAXY S8+plus国行G9500全网通4G曲面屏G9550手机""",1510.00,"""杰利手机电池""",242,上海
"""当天发货+降价200元Huawei/华为 nova 5z 新款手机官方旗舰店nova5pro官网直降非5g全网通v30千元机5i荣耀9x""",1479.00,"""广东电信亿品汇专卖店""",251,广东 深圳
"""24期免息 vivo X30 5G全网通手机官网vivox30全新款vivox27版vovix30por官方旗舰店vivox30pro 5g nex3 pro p""",3298.00,"""vivo衡视专卖店""",87,上海
"""Huawei/华为 P20 Pro全面屏徕卡三摄全网通6g运行正品手机降价P20""",1508.00,"""qq339446599""",412,上海
"""Xiaomi/小米 小米6手机6骁龙835手机陶瓷尊享版米9全网通4G白蓝色""",829.00,"""徐光赏""",347,江苏 常州
"""中兴守护宝L6老年机翻盖手机大屏大字大声移动联通老人手机超长待机男女款全语音老年手机学生戒网手机老人机""",199.00,"""蒙帝鸿运数码专营店""",129,广东 深圳
"""百度网盘超级会员3个月SVIP季卡 百度云盘VIP会员账号填写手机号""",81.70,"""福禄网游数卡专营店""",46,湖北 武汉
"""分期购Apple/苹果 iPhone XR 苹果XR 美版有锁iphonexr手机xs max""",2388.60,"""鱼得水_168""",1696,广东 深圳
"""小辣椒手机红辣椒8x pro全面屏128gb大内存1000左右4g全网通游戏电信大屏幕超薄学生价智能安卓千元手机正品""",599.00,"""小辣椒旗舰店""",1366,广东 广州
"""【领券最高减200+顺丰包邮】华为旗下honor/荣耀20i中移动官方旗舰店10青春8x 11x V20 9i 9X华为手机20i""",1099.00,"""中国移动官方旗舰店""",1560,浙江 杭州
"""【降价低至599元起】华为HONOR 荣耀畅玩8A珍珠全面屏全网通官方旗舰店8a系列9i手机10青春play官网老年机20i""",599.00,"""三际数码官方旗舰店""",1007,山东 济南
"""【限时低至1399元】华为旗下HONOR/荣耀 Note10 大屏幕液冷双Turbo官方旗舰店官网正品游戏手机""",1399.00,"""荣耀官方旗舰店""",2699,广东 深圳
"""【新品】Philips/飞利浦 E151Y电信版老年手机超长待机天翼直板电信老人机天翼CDMA按键学生备用功能机正品""",168.00,"""苏宁易购官方旗舰店""",245,江苏 南京
"""顺丰速发免息现货送礼Huawei/华为 畅享9全网通官方旗舰店官网正品智能老人学生手机华为畅想9e/10plus荣耀9x""",799.00,"""oksj数码旗舰店""",366,广东 深圳
"""【6日低至699起】红米8 5000mAh大电量智能学生老年人全网通手机小米官方旗舰店redmi8官网全面屏小米手机""",699.00,"""小米官方旗舰店""",177,北京
"""华为p30pro直降700元HUAWEI HUAWEI P30 PRO现货手机曲面屏正品""",2879.00,"""为人民服务666""",483,北京
"""华为nova5正品直降990元HUAWEI nova 5官方旗舰店nova5pro手机i 6""",1446.55,"""国货平价网""",5113,广东 深圳
"""官网直降2000元Huawei/华为 Mate 20 Pro旗舰手机P30 mate20x正品""",1949.00,"""鑫世纪88通讯专卖""",894,北京
"""直降1180华为mate30pro5G版HUAWEI HUAWEI Mate 30 Pro手机保时捷""",3404.59,"""深港通信专卖""",2070,广东 深圳
"""分期免息Apple/苹果 iPhone 8Plus苹果8plus iphone8苹果8p手机8x""",1350.00,"""德隆数码商贸""",240,广东 深圳
"""华为nova5pro手机免息直降官方正品HUAWEI nova 5 Pro全网通5iz""",1295.10,"""春江哥""",2018,四川 成都
"""【立减471元】华为honor/荣耀 荣耀V30 PRO5G手机v30荣耀5g版v20""",2998.00,"""wezebaba""",143,广东 深圳
"""直降400元【送原装耳机/原装充电宝等】Meitu/美图 T9小樱限量版手机官方正品美图t9sx手机t8s m6 v6 m8s v7""",999.00,"""meitu美图浩丰专卖店""",1641,广东 深圳
"""原封现货Huawei/华为 Mate 20 Pro mate20X 华为mate30pro 5g手机""",1817.81,"""中宽通讯行""",128,广东 深圳
"""小米mix3【现货当天发】Xiaomi/小米 小米MIX 3 手机小米mix2S""",1688.00,"""绝对诚信qq464547963""",2339,广东 深圳
"""华为mate20pro降价 正品 Huawei/华为 Mate 20 Pro全面屏手机UD版""",2399.00,"""京成数码商贸""",775,北京
"""现货Apple/苹果 iPhone 11 新款iPhone11手机官网旗舰国行双卡A13""",4788.00,"""最低最诚信""",1724,江苏 南京
"""【新品】Nokia/诺基亚110直板迷你备用手机老人机超长待机老年按键经典款105""",149.00,"""苏宁易购官方旗舰店""",196,江苏 南京
"""纽曼 F6老年机翻盖手机大屏大字大声移动联通4G全网通老人手机超长待机正品男女款电信版老年手机学生老人机""",109.00,"""纽曼信而美专卖店""",118,北京
"""Xiaomi/小米 小米手机5 全网通高配版双卡4g标准智能安卓游戏root""",420.00,"""森通达通讯数码""",87,广东 深圳
"""减1200元当天发24期分期Huawei/华为 P30 华为P30pro手机官方旗舰店正品荣耀华为mate30pro直降价5g全网通p40""",3388.00,"""三际数码官方旗舰店""",3088,山东 济南
"""当天发24期免息已降500元 Huawei/华为Mate 30 5G版官方旗舰店手机mate305g全网通正品新款p30pro免息直降40""",4999.00,"""广东电信亿品汇专卖店""",565,广东 深圳
"""【64G下单减700元】Apple/苹果 iPhone 11 Pro移动联通电信4G全网通手机原封苏宁易购官方旗舰店苹果11pro""",8699.00,"""苏宁易购官方旗舰店""",2721,江苏 南京
"""新品OnePlus/一加7TPro官方旗舰手机 1+7t官网一加8手机一加七pro""",1719.00,"""品牌机批发店""",1290,广东 深圳
"""纽曼 S9老人手机超长待机大屏大字大声移动联通4G全网通老人机电信版军工三防老年手机正品大按键智能备用机""",218.00,"""纽曼手机旗舰店""",825,北京
"""尼凯恩 EN8C直板电信版老年手机大屏大字大声正品老人机超长待机男女款按键儿童学生迷你时尚小备用机""",79.00,"""尼凯恩旗舰店""",4102,广东 深圳
"""24期免息当天发 咨询优惠送豪礼/Huawei/华为nova 6 5G/nova 6 4G手机5官方旗舰店nova6新品mate30直降价P30""",3199.00,"""华为莫问专卖店""",169,浙江 杭州
"""Philips/飞利浦 E186A老年手机学生手机大屏大字大声老人手机超长待机正品""",150.00,"""伟业恒通数码专营店""",1852,广东 深圳
"""Apple/苹果 iPhone X苹果x手机5.8英寸国行美版iphone8plus全网通""",2150.00,"""小小志惠树""",130,上海
"""Konka/康佳 U1S老人机超长待机正品移动老人手机大字大声大屏老年手机全语音王男女款备用机功能机按键老年机""",163.00,"""konka康佳手机旗舰店""",777,广东 深圳
"""纽曼 M560C老年机学生女手机大屏大字大声音老人机超长待机移动电信版老人手机直板按键中老年手机备用功能机""",99.00,"""纽曼深圳专卖店""",3482,广东 深圳
"""【购机加赠耳机】OPPO A11 超清AI四摄大内存长续航全面屏学生老人智能手机""",1599.00,"""oppo官方旗舰店""",220,广东 东莞
"""【套餐一赠音箱+6期免息】OPPO Reno Z全面屏正品官方旗舰新品全网通4800万超清拍照智能手机opporenoz""",2199.00,"""苏宁易购官方旗舰店""",1929,江苏 南京
"""Apple/苹果 iPhone 7 Plus 国行7P全新正品苹果7plus全网通4G手机""",1800.00,"""星梦全球购""",38,广东 揭阳
"""Samsung/三星 GALAXY S8+plus 港版美版s8全网通4G曲面屏智能手机""",1478.00,"""xgl谢桂丽""",1758,广东 深圳
"""Apple/苹.果 i.Phone 5S三网 苹.果5se手机全网通4S移动联通电信5""",196.00,"""航宇66688""",927,广东 深圳
"""下单减300 vivo iQOO Neo855版手机 vivoiqooneo vivoiqoo iqooneo2 iqoopro iq00 5g vovi官方旗舰店vivoiq""",2198.00,"""vivo航鹰专卖店""",878,浙江 杭州
"""最高减50/15选2礼 Xiaomi/小米 红米note8 4800万主摄拍照游戏手机redmi红米note8pro 官方旗舰店正品""",999.00,"""君问数码官方旗舰店""",188,浙江 杭州
"""【5G手机】6期免息/华为HONOR 荣耀V30PRO手机全网通30por手机新正品v30pro官方旗舰店新V20pro麒麟990智能""",3899.00,"""三际数码官方旗舰店""",130,山东 济南
"""【直降800+碎屏保】Xiaomi/小米 小米Max3大屏全面屏全新手机mix4""",899.00,"""龙通店""",1577,广东 深圳
"""5G新品24期免息当天发Huawei/华为nova 6 5G/4G官方旗舰店正品华为nova6手机全网通p30直降mate30新款荣耀pro""",3199.00,"""广东电信亿品汇专卖店""",185,广东 深圳
"""Nokia/诺基亚3100直板备用手机按键功能学生经典怀旧老年老人机""",44.90,"""cml59500""",359,浙江 杭州
"""华为mate30手机直降1000官方HUAWEI HUAWEI Mate 30 Pro保时捷x5G""",3245.75,"""春江哥""",1283,四川 成都
"""【24期免息】华为HONOR荣耀9XPRO全网通4800W三摄全面屏智能手机全新官方旗舰店官网正品麒麟810华为""",1799.00,"""苏宁易购官方旗舰店""",1537,江苏 南京
"""【24期免息】Apple/苹果iPhone 11 Pro 2019新款苹果11新品iphone11 iPhone11pro 智能拍照手机""",8699.00,"""绿森数码官方旗舰店""",160,浙江 杭州
"""【低至￥699】OPPO A5 3+32G全面屏AI双摄拍照美颜长续航手机全网通学生老人4G全网通智能手机oppoa5""",699.00,"""苏宁易购官方旗舰店""",8972,江苏 南京
"""官方vivo Z5X全面屏智能手机vivoz5x 旗舰新品vivoz5限量版z3x z3""",849.00,"""chenghong301314""",1928,广东 深圳
"""【低至858元起】送手环/音箱 华为honor/荣耀 荣耀10青春版手机官方旗舰店v10荣耀paly官网8xmax9/20i荣耀10""",858.00,"""博盛景数码专营店""",2900,广东 深圳
"""黑鲨2pro【领券可减80+可送原装手柄套装】黑鲨游戏手机2Pro官方旗舰骁龙855plus黑鲨2pro黑鲨3代电竞2代官网""",2389.00,"""广东电信亿品汇专卖店""",1043,广东 深圳
"""Xiaomi/小米 小米CC9美图定制版小米cc9e手机官网旗舰cc9pro新se""",918.00,"""龙通店""",1917,广东 深圳
"""分期免息Apple/苹果 iPhone 8 Plus 正品苹果8代iphone8p国行手机""",1090.00,"""凯蒂猫工厂""",114,广东 深圳
"""新品【200元优惠券】Huawei/华为 畅享9S官网官方旗舰店正品手机畅想9s /p20/学生/新品9X荣耀10plus直降""",1099.00,"""蓝港数码专营店""",1564,广东 深圳
"""现货 Meizu/魅族 16T魅族16spro官方大屏旗舰手机骁龙855魅族16XS""",1968.00,"""绝对诚信qq464547963""",1001,广东 深圳
"""Apple/苹果 iPhone 8 Plus国行美版苹果8代苹果8P5.5寸全网通手机""",1850.00,"""东东妈555""",243,广东 深圳
"""【6日24期免息 领券省200】vivo iQOO Neo855竞速版骁龙855plus游戏拍照官方正品手机iqooneo855 vivoiqoo""",2598.00,"""苏宁易购官方旗舰店""",85,江苏 南京
"""24期分期/选壕礼/HUAWEI 华为畅享9S 中移动手机正品官方旗舰店畅想9 plus直降 9 9e 10 plus""",868.00,"""中国移动官方旗舰店""",516,浙江 杭州
"""分期Apple/苹果 iPhone XR 苹果iphonexr xs max双卡4G手机8x""",2800.00,"""白领衣族01""",86,广东 深圳
"""12期免息/赠豪礼Huawei/华为 P30 Pro手机华为官方旗舰店华为手机官网正品直降p30新款mate305g版mate30pro5g""",3388.00,"""创汇通达数码旗舰店""",1875,北京
"""vivo Z5X极点全面屏 高通骁龙710官方新品正品手机vivoz5限量版""",858.00,"""有话好说liu""",1291,广东 深圳
"""Xiaomi/小米 Redmi 7A 红米7a新手机8a小米手机官网旗舰note5x 6a""",468.00,"""给力不坑爹""",4492,广东 深圳
"""三星B309老人手机电信天翼4G版学生小巧备用按键直板老年款小灵通""",45.00,"""城建手机店""",117,广东 深圳
"""【12期免息可减400元】华为honor/荣耀 荣耀20i手机官方旗舰店正品智能11x新款play3/V20降价10青春版华为5g""",999.00,"""卓瓦数码专营店""",3132,上海
"""优思us9翻盖手机老人机超长待机移动电信版老年机大字大屏大声音男女款学生备用正品天翼双屏4G老人手机功能""",99.00,"""万诚春数码专营店""",19714,广东 深圳
"""立省250元 VIVO Z5X 新品vivoz5x 手机限量版 z5x vivox27 vivoz5 x21 z3i x23 x9 iqoo nex3 5g z5x官网手机""",1298.00,"""三际数码官方旗舰店""",12196,山东 济南
"""至高省500 vivo Z5手机 全新品vivoz5 vivoz5x vivox21 x23 vivox27 vivoy3 x9 y7s y93 x20 vovi旗舰官网bbk""",1398.00,"""vivo航鹰专卖店""",1885,浙江 杭州
"""【可省200元 新款上市】OPPO A11 oppoa11新品手机oppo未来x oppoa11 a11x r11s oppoa9 a5 oppor17 r19 0ppo""",1299.00,"""三际数码官方旗舰店""",164,山东 济南
"""【6+64直降200/送1000礼/顺丰当天发】Huawei/华为畅享10手机官方旗舰店官网正品全网通手机畅想10Plus/畅享9""",798.99,"""久汇数码专营店""",526,广东 深圳
"""魅族16x【领券立减 套餐0元选】Meizu/魅族官方旗舰x8骁龙710手机""",988.00,"""阿凡提商城""",294,河南 郑州
"""Huawei/华为 P10 Plus4G全网通 智能p20 双卡双待 原封正品手机""",794.00,"""感觉自己萌萌168""",152,广东 广州
"""【3期免息 限时直降400】vivo iQOO 骁龙855全面屏智能游戏vivo手机官方旗舰正品4G官网vivoiqoo""",2098.00,"""苏宁易购官方旗舰店""",14322,江苏 南京
"""5G手机【24期免息+送好礼】 Huawei/华为 Mate 30手机官方旗舰店5g正品mate30pro新款直降nova6荣耀40直降p30""",3999.00,"""蓝港数码专营店""",374,广东 深圳
"""谷歌/Google Pixel 2XL2代电信 三网 安卓手机全新现货  终身质保""",409.00,"""沃桑商城""",202,广东 深圳
"""Apple/苹果 iPhone X 国行iphonex苹果Xr手机三网通 iPhonexs max""",3445.20,"""南涛科技""",73,广东 深圳
"""honor/荣耀 荣耀9x直降1100华为9xpro8x荣耀 5g新款版学生价手机""",799.00,"""中古电讯""",223,福建 福州
"""现货Apple/苹果 iPhone 11 6.1英寸屏 iPhone11手机双卡全网通""",5028.00,"""古龙圣宝""",924,北京
"""Apple/苹果 iPhone 11 6.1英寸屏 iPhone2019 苹果手机双卡全网通""",4968.00,"""李小麦的店""",1045,北京
"""美迪老年机大声音大字超长待机 4G全网通电信老人机 智能老年手机""",98.00,"""天佑数码电子""",1212,江苏 徐州
"""OPPO R11手机R9花呗分期 OPPO R11S全网通4G手机R11plus手机r9s""",779.00,"""小红帽511322""",318,广东 广州
"""Apple/lPhone 6splus 苹.果6sp 苹.果6s手机7代7plus全网通正品4G""",950.00,"""斌斌韩版女装批发""",1007,广东 深圳
"""硕王 S8老人机超长待机直板女大屏大字大声移动联通版老年手机正品军工三防儿童小学生迷你按键备用手机""",89.00,"""菜谱数码专营店""",118,广东 深圳
"""Samsung/三星 GALAXY S9+ 港版美版 国行原封 S9全网通4G曲屏手机""",1778.00,"""xgl谢桂丽""",164,广东 深圳
"""花呗分期Apple/苹.果6s plus国行正品苹.果6s手机6sp全新三网通4g""",865.00,"""vvicpn2018""",119,广东 深圳
"""Samsung/三星 GALAXY S8+plus 美版港版s8国行曲面屏全网通4G手机""",1200.00,"""越润数码""",251,上海
"""现货 华为mate30pro5G版HUAWEI HUAWEI Mate 30 5G 手机保时捷5G""",3447.99,"""手机_小秘""",340,上海
"""Nokia/诺基亚 E66支持移动联通4G卡款音乐滑盖手机工作备老人手机""",140.00,"""新闻天下""",192,上海
"""【256G低至1889元起】华为HONOR荣耀9X PRO麒麟810手机x9荣耀9x系列官方旗舰店20i正品直降9xpro学生20青春版""",1999.00,"""广东电信亿品汇专卖店""",831,广东 深圳
"""【分期0首付】 vivo Z5限量版正品新手机学生游戏vivoz5x z5骁龙""",1099.00,"""诚亨通讯""",778,广东 深圳
"""6+128G到手价1059起 Xiaomi红米note7pro小米手机官网旗舰店redmi note8官方K20 pro新品8se七cc9学生play""",1099.00,"""能良数码官方旗舰店""",882,上海
"""【1.6至高省100 套餐一赠手机壳+耳机】realme 真我Q 骁龙712索尼4800万四摄4035mAh 全网通realme Q手机X2""",948.00,"""苏宁易购官方旗舰店""",2647,江苏 南京
"""【6日享24期免息+套餐赠音响】OPPO Reno2 升降全面屏4800万四摄拍照视频智能手机官方旗舰店opporeno2""",2999.00,"""苏宁易购官方旗舰店""",1070,江苏 南京
"""分期免息6+128 1409 华为/荣耀 Note10 大屏幕官方旗舰店官网正品新款游戏手机 HONOR华为荣耀10降价v20 畅享""",1149.00,"""久汇数码专营店""",212,广东 深圳
"""分期免息Apple/苹果 iPhone 8 Plus 全网通4G全新国行iphone8手机""",2018.00,"""如家米店""",291,广东 深圳
"""Apple/苹.果 i.Phone SE 正品5se2三网4s学生5s备用4G手机6非租凭""",155.00,"""丶小航""",261,广东 深圳
"""年货价2698起 vivoiQOO Pro骁龙855Plus新品游戏手机爱酷vivoiqoopro 5g 4g iqoo nex3 x23 x27 iqoopro""",2898.00,"""vivo欧曙专卖店""",726,上海
"""魅族16【当天发 直降1830】Meizu/魅族 16th Plus 手机  魅族16xs""",1488.00,"""绝对诚信qq464547963""",3332,广东 深圳
"""【24期免息】OPPO Reno2 opporeno2手机新款上市oppoace r17 r19 0ppo手机未来x限量订制版0pp0reno2 z reno""",2999.00,"""oppo欧曙专卖店""",2565,上海
"""【咨询减100元】华为HONOR荣耀9X PRO系列新品智能4g全网通麒麟810手机官方旗舰店官网正品v20ipros直降""",1999.00,"""蓝港数码专营店""",1120,广东 深圳
"""Nokia/诺基亚 新130老年机超长待机大字大声直板按键学生儿童备用老人机官方旗舰店正品经典怀旧迷你小孩手机""",158.00,"""天讯蓝图数码专营店""",9578,广东 深圳
"""诺基亚1050超长待机老人机带手电筒儿童学生备用机部队保密小手机""",63.00,"""淘金数码g网""",196,广东 深圳
"""荣耀9x当天发送碎屏险 华为honor/荣耀 荣耀9xpro手机新荣耀9xpro""",848.00,"""绝对诚信qq464547963""",1946,广东 深圳
"""ivvi P60(i8)新上市国产千元水滴全面屏游戏智能手机128G学生价4G""",348.00,"""东盛购物网88""",36,广东 深圳
"""尼凯恩 M9老年机翻盖手机大屏大字大声音老人机超长待机正品4G全网通男女款简单式移动电信版学生老年人手机""",149.00,"""昕薇数码专营店""",106,广东 深圳
"""现货华为mate30rs保时捷设计HUAWEI HUAWEI Mate 30 Pro 5G手机""",12508.00,"""yatou81118""",376,北京
"""256G低至18?9元起【送果汁机/手环】华为HONOR荣耀9X PRO新品手机官网正品官方旗舰店全新荣耀20 9xpro/5g""",2199.00,"""博盛景数码专营店""",902,广东 深圳
"""诺基亚C1-02 按键老人机无摄像头能上网看小说电子书工厂保密手机""",78.00,"""tb27824012""",620,广东 深圳
"""分期免息 Apple/苹果 iPhone 8 Plus 全新正品4G全网通苹果8x手机""",1386.00,"""情侣专批网""",263,广东 深圳
"""【4G全网通】纽曼 C9三防手机正品军工电信版老人机超长待机老年手机移动女学生大屏大字大声音按键备用手机""",168.00,"""创于佳讯数码专营店""",7292,广东 深圳
"""【直降600起】 Apple/苹果 iPhone 11新款iPhone11国行手机ProMax""",1997.99,"""手机_小秘""",979,上海
"""华为mate30 Pro降价 HUAWEI HUAWEI Mate 30 Pro新徕卡四摄5g手机""",3416.00,"""京成数码商贸""",1553,北京
"""一加7Tpro官网OnePlus/一加 GM1910 手机官方旗舰7t七1+6t1加7pro""",2699.00,"""佳欣共创科技""",1380,广东 深圳
"""领50券/送移动电源/华为HUAWEI nova 5z中移动手机正品官方旗舰店 麒麟810 畅享10 nova 5 pro 5i 9x plus""",1499.00,"""中国移动官方旗舰店""",431,浙江 杭州
"""正品恒语P40学生价双卡10G运行安卓6寸全网通4G老年老人智能手机""",228.00,"""佳蓝集团""",170,浙江 杭州
"""【8+128G领券减200+3期免息】华为旗下honor/荣耀20S中移动官方旗舰店20I 9X 20S PRO新品华为荣耀20S手机""",1599.00,"""中国移动官方旗舰店""",405,浙江 杭州
"""现货华为honor/荣耀 荣耀Play3手机官方旗舰荣耀piay3 荣耀paly3e""",557.00,"""wezebaba""",745,广东 深圳
"""当天发 honor/荣耀 荣耀9x  升降摄像头手机 华为荣耀9xpro""",888.00,"""深圳市酷优淘数码公司""",635,广东 深圳
"""【限时享24期免息 至高省300元】小米CC9Pro 1亿像素手机五摄四闪双光学防抖拍照小米官方旗舰店xiaomi""",2599.00,"""小米官方旗舰店""",181,北京
"""【3期免息/6+128到手价1379起】华为旗下honor/荣耀NOTE10中移动官方旗舰店正品荣耀10青春8X V20i 荣耀手机""",1399.00,"""中国移动官方旗舰店""",443,浙江 杭州
"""现货华为honor/荣耀 荣耀V30 PRO智能手机 v30双模5G全新官方正品""",3107.68,"""中宽通讯行""",360,广东 深圳
"""华为mate30 5g降800 HUAWEI HUAWEI Mate 30 Pro 5G正品手机pro""",3064.93,"""云腾数码商城""",1275,河南 郑州
"""24期免息 vivox27手机全新限量版官网 vovix27 vivo x23 s1 iqoo x21 bbk x27Pro x27plus幻彩版 vivo x27""",2498.00,"""vivo欧曙专卖店""",2792,上海
"""Apple/苹果 iPhone 8 手机iphone8 Plus苹果8P国行8代 256G新美版""",2150.00,"""陈娜5218""",1309,北京
"""至高减400元 新品vivo Z5手机官网 vivoz5 vivoz5x限量版 vivox27 x23 z5x z3 x9 x20 x21 vovi官方旗舰店bbk""",1398.00,"""vivo衡视专卖店""",2712,上海
"""百合BIHEE C20A移动电信版老人手机天翼4G老年大字屏大声超长待机""",99.00,"""双模双网""",4088,广东 深圳
"""【6期免息】现货送手环/音箱Xiaomi/小米 Redmi K30新品红米K30手机官方旗舰店新品K30Pro 5G手机9 Pro正品20""",1599.00,"""热图数码专营店""",147,广东 深圳
"""三防老人机超长待机4G全网通大屏大字大声联通电信版微信老年手机""",175.00,"""浪漫满屋馆1314""",1621,北京
"""【24期免息加赠音箱】OPPO Reno opporeno全面屏正品官方旗舰4800万超清拍照智能手机R15 R17""",2499.00,"""oppo官方旗舰店""",15198,广东 东莞
"""降价华为mate30 5G HUAWEI HUAWEI Mate 30 Pro新手机官方X保时捷""",3228.00,"""友铭数码通讯""",1908,上海
"""Apple/苹果 iPhone 8 Plus 全新正品国行美版三网通手机iPhone 8""",1048.00,"""门亮洁才""",92,广东 深圳
"""LG V30 v35 高通835 845游戏旗舰手机 hifi全面2k屏 曲面 全网通""",438.00,"""9586数码""",943,广东 深圳
"""【咨询优惠290元】华为Honor/荣耀20S超级人像夜景超广角三摄新品官方旗舰店官网正品手机新款直降9xproi降价""",1499.00,"""蓝港数码专营店""",485,广东 深圳
"""【百亿补贴】直降+立减4?起 送壳膜好礼 Xiaomi/小米Redmi7A老人手机K20红米旗舰cc官方note正品pro85G网9xse""",449.00,"""玩风数码专营店""",259,山东 济南
"""【1.6-1.10享6期免息+乐心手环】Huawei/华为nova 5i Pro极点屏超广角4800万AI四摄人像美颜手机nova5""",2099.00,"""苏宁易购官方旗舰店""",1486,江苏 南京
"""正品DOOV/朵唯D1全网通4G适合老人用的智能机手机全语音大字大声大屏幕手写女老年机超长待机省钱简单版电信""",499.00,"""乐淘乐数码专营店""",325,广东 深圳
"""12期免息/领100券/省780/选10件礼/华为HUAWEI nova 5 Pro 中移动手机正品官方旗舰店4e 4 3 3i 3e  5i 5z se""",2499.00,"""中国移动官方旗舰店""",1510,浙江 杭州
"""现货直降Apple/苹果 iPhone 11国行iphone11双卡全网通手机苹果11""",4839.12,"""炫和科技""",1514,陕西 西安
