,title,store,type,sells,price,skuid
3276,['【二手9成新】苹果7Plus Apple iPhone7 Plus 苹果7P二手'],['扬帆二手商品专营店'],256G,152,2159.0,36946121186.0
625,['OPPO Reno3 双模5G 6400万超清四摄 视频双防抖 7.96mm纤薄机身  8GB+128GB 蓝色星夜全网通拍照游戏视频'],['OPPO京东自营官方旗舰店'],12GB+128GB,152,4008.5,100008425350.5
5367,['小米9【直降450元+碎屏保】 骁龙855 游戏'],['头号卖家旗舰店'],全网通 8G+256GB 送五重好礼,152,2600.5,44139190621.0
835,['vivo iQOO Pro'],['vivo耀诚鑫专卖店'],12G 128G,152,3248.0,57324070064.5
5962,['荣耀9X 华为 '],['牧申手机旗舰店'],全网通8GB+128GB,152,1824.0,57880020518.5
27,['2299！OPPO Reno 2 Z【6期免息+蓝牙耳机】opporeno2z 炫彩升降 3.0闪充 深海夜光 8GB+128GB 标配(蓝牙耳机)'],['头号卖家旗舰店'],标配(蓝牙耳机),151,2299.0,59860041822.67
3696,['【现货速发+原装无线充+一年影视会员】三星 Galaxy Note10+ 5G游戏'],['疆界互联旗舰店'],12G+256G【官方标配】,151,7299.0,54080424173.33
4420,['华为P30 Pro'],['严集手机旗舰店'],8GB+128GB,151,4488.0,53763367856.0
2142,['【二手9成新】Apple iPhone X 苹果X 二手'],['可多优品二手手机专营店'],256G全网通 白条12期免息0首付,151,4314.17,51521134421.5
4198,['华为 P30'],['严集手机旗舰店'],8G+128G,151,3688.0,53778964657.0
5589,['小米（MI） 小米Max3 大屏游戏'],['华信通手机专营店'],全网通(4GB+64GB),151,1028.0,39178457504.33
2061,['【二手9成新】Apple iPhone 7 苹果7 国行 自营 原装 二手'],['拍拍二手自营旗舰店'],32G全网通,151,1318.8,60356282683.0
3409,['【二手9成新】锤子（smartisan） 坚果Pro2 安卓智能'],['扬帆二手商品专营店'],6+128G全网通,150,1088.0,32327681851.67
1290,['【二手95新】vivo X23 水滴屏全面屏 游戏'],['真不同二手商品专营店'],8G+128G 全网通,150,1702.44,44987581227.22
1715,['【二手99新】Apple iPhone7 苹果7二手'],['南起二手手机专营店'],32G全网通『赠苹果原装充电器』,150,1482.0,57709898129.0
5216,['小米 红米7 Redmi7 全网通4G 双卡双待 水滴全面屏拍照游戏老年智能'],['华信通手机专营店'],3GB+32GB,150,699.0,43558872815.0
5754,['苹果（Apple） Apple iPhone 8'],['冰之凯盛手机专营店'],全网通64G,150,3299.0,37712103703.67
2211,['【二手9成新】Apple iPhone XR  苹果xr二手国行全网通双卡双待 全网通4 黑色 128G'],['优锋派二手商品专营店'],64G,150,3588.0,47341877480.33
2360,['【二手9成新】Apple iPhone6s 苹果6s 智能二手'],['诚嘉优品二手手机专营店'],32G 全网通,149,836.0,43677555894.0
1685,['【二手99新】Apple iPhone XR苹果XR 国行iPhonexr二手'],['南起二手手机专营店'],128G全网通『赠苹果原装充电器』,149,4083.0,57099804023.0
6051,['荣耀Play3e 5.71英寸珍珠全面屏 3020mAh长续航1300万大光圈相机 3GB+64GB 幻夜黑 移动联通电信4G'],['荣耀京东自营旗舰店'],全网通（2GB 32GB）,149,699.0,100004793602.0
6173,['锤子 坚果Pro3 '],['疆界互联旗舰店'],8G+128G 全网通【现货速发】,149,2932.33,60209094595.0
5983,['荣耀9XPro '],['牧申手机旗舰店'],全网通8GB+128GB,149,1911.67,55576842361.67
2184,['【二手9成新】Apple iPhone X 苹果x 二手'],['马上优品二手商品旗舰店'],64G 全网通+外屏保,149,3313.0,30683591640.0
2760,['【二手9成新】【现货秒发】vivo Y93 水滴屏全面屏 移动联通电信全网通4G'],['悦粤二手商品专营店'],3+64GB,148,595.0,42534475621.0
4580,['华为nova5i pro '],['京铠玄手机旗舰店'],8+256G 全网通,148,2399.0,53361984208.0
1234,['【二手95新】Huawei/华为P30 Pro '],['闲至优品二手手机旗舰店'],8GB+256GB,148,3767.0,45097589924.0
1802,['【二手99新】三星（SAMSUNG）Galaxy 三星S8 三星'],['三星二手手机专卖店'],4G+64G 全网通+原厂充电器套装,148,1609.0,54687977038.2
1564,['【二手95新】苹果x Apple iPhone X '],['发动机优品二手手机专营店'],64G 全网通,148,3424.0,40046916913.5
5758,['苹果（Apple） 苹果 iPhone7 Plus '],['冰之凯盛手机专营店'],全网通 128G,147,3496.0,41758502518.25
5137,['小米 CC9e '],['茄子手机旗舰店'],(6G+128G),147,1118.0,51492509908.67
2490,['【二手9成新】Apple iPhoneX 苹果X 苹果'],['焕新二手商品专营店'],64G 全网通,147,3159.0,59389709041.0
2005,['【二手9成新】Apple iPhone 7 Plus 苹果7 Plus 智能二手'],['诚嘉优品二手手机专营店'],32G 全网通,147,1726.83,47529898615.5
837,['vivo iQOO Pro【送夜灯音箱+充电宝】骁龙855Plus游戏拍照44W闪充'],['vivo智美专卖店'],12GB 128GB,147,3208.0,57591266686.5
2998,['【二手9成新】华为HUAWEI honor荣耀9i拍照'],['莱森德二手商品专营店'],4+128G,147,838.0,46547577163.0
4621,['华为nova5z '],['炜东电商旗舰店'],6G+128G全网通,147,1699.0,59695543820.0
6136,['荣耀畅玩8A 华为智能老人'],['佳沪手机旗舰店'],全网通3G+64G,147,749.0,54304563676.5
5708,['自营 AGM X2 全网通4G 战狼户外三防智能'],['AGM京东自营官方旗舰店'],6G+128G,147,2649.0,45740889384.5
1558,['【二手95新】苹果XR'],['翱行二手商品专营店'],64G 全网通,146,3558.0,50955455502.0
5360,['小米9se '],['疆界互联旗舰店'],8G+128G 全网通,146,2160.75,48574760778.5
3380,['【二手9成新】荣耀 Play 游戏'],['鑫都二手手机专营店'],6GB+64GB,146,1068.0,39632417453.6
1720,['【二手99新】Apple iPhoneX 苹果x 全面屏 国行 自营 原装 二手'],['拍拍二手自营旗舰店'],256G全网通,146,4969.0,59368018403.0
974,['【三色少量现货】努比亚 nubia 红魔3S 电竞游戏'],['疆界互联旗舰店'],全网通【12G+256G】,146,3980.2,57577755448.87
5008,['华为（HUAWEI）P30 Pro'],['久汇通官方旗舰店'],全网通（8G+256G）,146,4988.0,51131254697.71
5561,['小米（MI） 小米6X 拍照'],['京铠玄手机旗舰店'],6+128G 全网通,146,1258.0,52146962365.5
5636,['朵唯（DOOV） D520 移动联通翻盖老人'],['形派手机旗舰店'],电信版,146,178.0,53701498923.5
1402,['【二手95新】华为 HUAWEI P20 AI智慧徕卡双摄全面屏二手游戏'],['发动机优品二手手机专营店'],6G+128G 全网通,146,1599.0,40720352723.57
5673,['纽曼（Newman）V998 耀石黑 4G全网通移动联通电信 智能翻盖老人'],['纽曼京东自营官方旗舰店'],功能机,145,299.0,100009237711.0
3373,['【二手9成新】荣耀 8X '],['鑫都二手手机专营店'],6GB+128GB,145,981.6,37068660864.6
1095,['【二手95新】Apple iPhone XR 苹果xr 双卡双待 国行 自营 原装 二手'],['拍拍二手自营旗舰店'],128G全网通,145,4099.0,59888059269.5
3134,['【二手9成新】小米（MI） 红米Note4X'],['创信誉二手商品专营店'],3GB+32GB 全网通4G,145,398.0,41189070010.0
5183,['小米 Redmi 红米Note8 pro '],['谷高数码手机专营店'],全网通（8G+128G）,145,1458.0,55736516578.0
4432,['华为P30'],['同达丰手机旗舰店'],全网通8G+64G(6期免息),145,3388.0,52471228186.0
4436,['华为P30'],['聚捷联盛手机旗舰店'],（8G+256G）,145,4188.0,51911017644.6
5912,['荣耀20青春版'],['新松联手机旗舰店'],全网通6GB+64GB,145,1378.0,59007837566.33
5787,['荣耀10青春版 '],['淘金手机专营店'],4G全网通(6G+64G)送好礼,144,1038.25,41283257408.0
4032,['三星（SAMSUNG） 三星 W2018（SM-W2018）翻盖智能'],['掌视界数码旗舰店'],全网通(6G+256G),144,12184.0,42615693313.0
4853,['华为荣耀V20 '],['京联通达旗舰店'],标配版（6GB+128GB）,144,2299.0,39985008598.67
1146,['【二手95新】Apple iPhone8 plus 苹果8plus二手'],['发动机优品二手手机专营店'],256G 全网通,144,3461.5,24822061358.0
4900,['华为（HUAWEI） nova2s 全面屏NFC'],['冰之凯盛手机专营店'],全网通（4G+64G）,144,1340.75,58676576219.5
3511,['【到手价2188起 】华为（HUAWEI） 华为mate20 全网通'],['君问手机旗舰店'],标配6G+64G 【咨询低至2188起】,144,2390.75,34836195544.75
1540,['【二手95新】小米（MI）小米Mix2 '],['闲至优品二手手机旗舰店'],6GB+64GB（精选）,144,999.0,28333504918.0
1330,['【二手95新】一加七 OnePlus 7 Pro 1+7pro二手安卓全面屏拍照游戏'],['发动机优品二手手机专营店'],8+256G 全网通,144,3377.0,51013374406.67
2415,['【二手9成新】Apple iPhone7 苹果7 '],['福汇优品二手手机专营店'],32G 全网通,144,1063.0,33934379386.17
4277,['华为 畅享9e 全网通智能'],['明日数码旗舰店'],移动4G+全网通（3G+64GB）,143,731.5,50951311579.0
5537,['小米红米Redmi 红米K20 '],['谷高数码手机专营店'],全网通（8GB+256GB）,143,1798.0,49726994893.0
4054,['努比亚 nubia Z20 全网通4G'],['聚捷联盛手机旗舰店'],8GB+128GB,143,2699.0,56013418288.0
142,['Apple 苹果 iPhone 11 '],['君问手机旗舰店'],128G,143,5680.67,56742752789.83
1102,['【二手95新】Apple iPhone XS Max 苹果XSMAX'],['智达二手手机专营店'],64G 全网通4G,143,4709.0,56054627618.0
4578,['华为nova5i pro '],['京铠玄手机旗舰店'],6+128G 全网通,143,1799.0,53361984209.0
1414,['【二手95新】华为 HUAWEI P30 Pro 二手'],['文海二手商品专营店'],8GB+256GB,142,3777.57,40663044328.57
4225,['华为 nova 5 pro '],['天翼电信旗舰店'],全网通8GB+128GB,142,2399.0,57225031259.5
4862,['华为荣耀magic2 '],['谷高数码手机专营店'],全网通（8G+128G）,142,1794.67,54755230102.0
2510,['【二手9成新】Apple iPhoneXS 二手苹果x xs国行全网通 苹果XS  二'],['世讯通二手手机专营店'],256G 全网4G,142,4582.33,41991342191.0
4692,['华为p30pro'],['聚捷联盛手机旗舰店'],8+256G【24期免息零首付】,142,5088.0,51465498276.17
1904,['【二手9成新】Apple  iPhone 6s 苹果6s 二手'],['泰业优品二手手机旗舰店'],64G 全网通6期免息,142,1099.0,30929793871.0
485,['CONQUEST 征服 S12 户外三防智能数字模拟对讲'],['CONQUEST旗舰店'],DMR数模对讲版,142,3388.0,39913317343.0
3316,['【二手9成新】苹果8'],['好机汇二手商品专营店'],256G 全网通,142,2575.5,40896633819.0
3808,['【立减200】华为'],['易销科技手机专营店'],6G+128G,141,1399.0,45677560540.0
553,['OPPO K5 6400万超清四摄30W VOOC闪充 骁龙730G拍照游戏'],['牧申手机旗舰店'],超值套装,141,2149.0,58668932277.0
803,['vivo iQOO Neo 855版【1.4限时省100】骁龙855处理器 全网通4G'],['vivo智美专卖店'],8GB 128GB,141,2308.0,61087315037.75
4761,['华为畅享9 移动全网通4G智能'],['优爱特手机专营店'],4G+64G,141,830.5,57726210564.0
953,['【6期免息】华为P30'],['优品美手机专营店'],全网通4G(6GB+128GB)送一年碎屏险,140,3388.0,53410809279.0
2730,['【二手9成新】vivo Y93 水滴屏全面屏 移动联通电信全网通4G'],['真不同二手商品专营店'],3GB+64GB 全网通,140,596.0,48767612412.5
4893,['华为（HUAWEI） mate20x'],['疆界互联旗舰店'],6G+128G 全网通,140,6332.33,41189161971.0
4525,['华为mate30pro5g版 '],['疆界互联旗舰店'],8G+512G 全网通（6期免息可选）,140,7899.1,59835095556.33
1252,['【二手95新】OPPO R17 水滴屏'],['马上优品二手商品旗舰店'],全网通(6G RAM+128G ROM),140,1417.5,36306949122.75
3194,['【二手9成新】苹果6 Apple iPhone6   国行二手'],['源发胜二手商品专营店'],32G  全网通,139,751.33,56945544885.0
2268,['【二手9成新】Apple iPhone Xs Max 苹果xsmax x二手'],['万城优品二手手机专营店'],256G 全网通,139,5159.0,29634445496.67
3152,['【二手9成新】小米（MI）小米MIX2S/MIX2 全面屏游戏影音娱乐'],['创信誉二手商品专营店'],6GB+64GB 全网通4G,139,1044.67,42515855214.67
3751,['【白条0首付6期免息】华为p30'],['乐服手机旗舰店'],全网通8GB+128GB（送好礼）,139,3688.0,56099302365.0
3362,['【二手9成新】苹果（Apple ）6  iPhone 6 二手'],['沪上优品二手商品专营店'],64G 三网通4G,139,797.67,54467863792.0
4288,['华为 荣耀畅玩8A 移动联通电信全网通4G 全面屏智能老人老年学生'],['欧霖爵手机旗舰店'],（3G+64G）,139,809.0,55984995275.0
5313,['小米9 Pro 5G版'],['明日数码旗舰店'],8GB+256GB,138,3673.0,57631478889.5
5171,['小米 Redmi 红米Note8 Pro '],['同达丰手机旗舰店'],全网通6GB+128GB,138,1378.0,55738343908.0
1230,['【二手95新】Huawei/华为P30 '],['闲至优品二手手机旗舰店'],8GB+64GB,138,2459.0,45096544447.0
316,['Apple 苹果 iPhone11 '],['宏图手机专营店'],64GB,138,5258.33,56671381771.5
1820,['【二手99新】三星（SAMSUNG）Galaxy三星S10+ 二手'],['三星二手手机专卖店'],8G+128G 全网通+原厂充电器套装,138,4199.0,57598175087.67
3451,['【优惠300元低至1199+耳机】OPPO K3千元全面屏'],['OPPO手机乐良专卖店'],全网通,138,1932.33,56135468552.33
526,['OPPO A5【购机赠礼】全面屏双摄拍照千元大电量'],['OPPO手机乐良专卖店'],超值套装(3G+64G),138,999.0,32369029645.0
3029,['【二手9成新】华为（HUAWEI）P20 Pro 全面屏徕卡三摄智能二手'],['天天优品二手商品专营店'],全网通(6G RAM+64G ROM),138,1598.0,35588329181.0
1611,['【二手99成新】Apple iPhone 8 苹果8 国行 全网通 二手'],['鸿兴优品二手手机专营店'],64G 全网通,138,2399.25,27268869654.75
5389,['小米CC9 全网通4G 【现货速发/贴心好礼】 '],['华信通手机专营店'],全网通（8G+256G）,138,2381.25,54846465015.0
2070,['【二手9成新】Apple iPhone 7 苹果7二手  苹果'],['同城帮二手商品专营店'],32G 全网通4G,137,1188.0,13461361073.5
3207,['【二手9成新】苹果6'],['翱行二手商品专营店'],128G 全网通,137,988.0,44289236429.0
6059,['荣耀V20 4G'],['淘金手机专营店'],4G全网通(6G+128G),137,2270.8,43410208044.0
4815,['华为荣耀20 Pro '],['京联通达旗舰店'],8G+256G,137,2999.0,51266511621.67
1284,['【二手95新】vivo X21 二手'],['真不同二手商品专营店'],6GB+64GB,136,1081.17,40233296343.0
3250,['【二手9成新】苹果6sPlus'],['翱行二手商品专营店'],64G 全网通 白条12期免息,136,1336.0,46957816212.75
5244,['小米 红米Note8 pro '],['佳沪手机旗舰店'],全网通8+256G,136,1658.0,62285369207.0
4946,['华为（HUAWEI） 畅享10 plus'],['聚捷联盛手机旗舰店'],全网通（8+128G）,136,1899.0,59805696419.0
2347,['【二手9成新】Apple iPhone6s Plus 苹果6sPlus 二手'],['瓜子二手商品专营店'],16G 全网通,135,958.5,23016345793.0
2519,['【二手9成新】Apple iPhonex XR 苹果x r国行二手'],['发动机优品二手手机专营店'],64G 全网通,135,3482.33,43591110632.0
4770,['华为畅享9'],['牧申手机旗舰店'],全网通4G+128G,135,975.0,52110944623.5
2003,['【二手9成新】Apple iPhone 7 Plus 苹果7 Plus 智能二手'],['诚嘉优品二手手机专营店'],128G 全网通,135,1955.33,47529898616.5
4941,['华为（HUAWEI） 华为畅享9plus 4G'],['淘金手机专营店'],全网通 (4G+128G),135,1100.5,37388444449.75
5172,['小米 Redmi 红米Note8 Pro '],['同达丰手机旗舰店'],全网通6GB+64GB,135,1251.33,55738343909.0
5327,['小米9 骁龙855 游戏'],['谷高数码手机专营店'],全网通12G+256G,134,3618.8,45959839596.0
2999,['【二手9成新】华为HUAWEI honor荣耀9i拍照'],['莱森德二手商品专营店'],4+64G,134,698.0,46547577162.0
3311,['【二手9成新】苹果8 Plus'],['翱行二手商品专营店'],256G 全网通 白条12期免息,134,3594.0,33528240246.75
653,['Redmi K20Pro 红米K20 Pro '],['淘金手机专营店'],全网通(8G+256G),134,2388.0,52598721174.75
3798,['【立减100】华为畅享10 plus'],['千瑞达手机旗舰店'],8G+128G （详情页领劵减100）,134,1899.0,59154723080.0
246,['Apple 苹果 iPhone 7 Plus '],['聚捷联盛手机旗舰店'],全网通(128GB ),134,3599.0,56870567886.5
1829,['【二手99新】三星（SAMSUNG）Galaxy三星S9+ 三星'],['三星二手手机专卖店'],6G+128G 全网通+原厂充电器套装,134,2699.0,54301330079.0
1268,['【二手95新】OPPO Reno/（10倍）十倍变焦 '],['丰泽优品二手商品专营店'],6G+256G,134,1869.5,52697775735.67
3889,['【超级爆款】华为Mate30Pro 4G/5G版 '],['佳沪手机旗舰店'],全网通8G+256G（5G版）,134,6899.0,61011403885.0
2799,['【二手9成新】一加6'],['辰帆优品二手手机专营店'],全网通 8G+128G,133,1412.33,44154844479.33
2671,['【二手9成新】OPPO Reno '],['悦粤二手商品专营店'],6G 128G,133,1450.0,47246038067.5
5359,['小米9se '],['疆界互联旗舰店'],6G+64G 全网通,133,1968.5,53859169813.5
5202,['小米 红米 Redmi 8A '],['聚捷联盛手机旗舰店'],4GB+64GB,133,699.0,59078406780.0
3464,['【准新品在保】Apple iPhone 11 (A2223) 苹果11双卡双待 二手'],['零度二手商品专营店'],256G 全网通『赠全新苹果充电器』,133,6033.17,53461662747.5
2251,['【二手9成新】Apple iPhone XS 苹果xs 国行 全网通 二手'],['鸿兴优品二手手机专营店'],64G 全网通,132,3899.0,43398563880.0
1957,['【二手9成新】Apple iPhone 6s Plus 苹果6sPlus二手'],['丰泽优品二手商品专营店'],16G 全网通,132,913.0,12886542356.5
3157,['【二手9成新】小米（MI）红米 NOTE7 小金刚全网通 '],['闪回二手商品专营店'],6G+64G,132,799.0,51037184873.8
4825,['华为荣耀8X '],['千瑞达手机旗舰店'],4G+64G,131,1066.6,47635371442.0
1224,['【二手95新】Huawei/华为 P20 Pro '],['闲至优品二手手机旗舰店'],6GB+256GB,131,2199.0,32519750600.67
5383,['小米CC9 Pro '],['谷高数码手机专营店'],全网通8G+256G 尊享版,131,2964.67,61037430797.0
4699,['华为畅享10 Plus '],['同达丰手机旗舰店'],全网通 4G+128G,131,1399.0,56229002593.0
4130,['华为 HUAWEI Mate20X (5G版)'],['众宇通手机专营店'],8GB+256GB【到手价4288元】,131,4899.0,55266591792.0
6119,['荣耀play3华为'],['京铠玄手机旗舰店'],6+64G全网通,131,1174.0,57675140656.5
5624,['新款大内存八核小辣椒P60安卓智能'],['广中达官方旗舰店'],6G+64G,131,769.0,61000594910.5
1257,['【二手95新】OPPO Reno /Reno Z'],['闲至优品二手手机旗舰店'],6G+128G,131,1830.83,53909782764.75
5660,['红鸟H2儿童'],['红鸟手机官方旗舰店'],移动 高配版 豪华套餐#双电池+8G内存卡,131,149.0,57636283790.0
4589,['华为nova5i'],['OKSJ手机旗舰店'],6G+128G,131,1799.0,53158798028.25
5465,['小米cc9'],['疆界互联旗舰店'],6G+64G 全网通,131,1748.25,56727439813.5
5707,['自营 AGM H1 户外三防智能'],['AGM京东自营官方旗舰店'],礼品版4G+64G,130,2199.0,47978162251.0
5301,['小米9 Pro 5G 骁龙855Plus 双卡全网通 全面屏拍照智能新品游戏'],['冰之凯盛手机专营店'],全网通8GB+256GB,130,3949.0,57807832930.0
5089,['华为（HUAWEI）荣耀play GT加速游戏'],['优品美手机专营店'],全网通4G（6GB+128GB）,130,1499.0,57738433983.0
3546,['【国行正品】Apple iPhone 11Pro Max苹果11ProMax'],['头号卖家旗舰店'],全网通256GB,130,10474.0,56654626433.5
1893,['【二手9成新】 苹果8 Apple iPhone8二手'],['扬帆二手商品专营店'],256G全网通,130,2569.0,30028048764.5
585,['OPPO Reno Ace'],['OPPO手机乐良专卖店'],全网通 8G+256G,130,3249.0,57750286294.25
3339,['【二手9成新】苹果X'],['翱行二手商品专营店'],64G 全网通 白条12期免息,130,3479.0,44371698941.5
3233,['【二手9成新】苹果6s'],['翱行二手商品专营店'],128G 全网通,130,1158.0,51361291799.5
6111,['荣耀play3'],['新松联手机旗舰店'],全网通 6GB+64GB,129,998.75,57771748247.5
560,['OPPO K5'],['OPPO酷炫手机专卖店'],官方标配,129,2110.11,59395074901.78
2933,['【二手9成新】华为 mate9 HUAWEI 徕卡双镜头'],['莱森德二手商品专营店'],6+128G,129,1058.0,46895481705.67
4075,['努比亚 红魔Mars 二代电竞游戏'],['茄子手机旗舰店'],全网通(10GB + 256GB ),129,3999.0,38561695584.0
2063,['【二手9成新】Apple iPhone 7 苹果7 国行'],['发动机优品二手手机专营店'],128G 全网通 0首付6期白条免息,129,1515.67,30934421656.5
2539,['【二手9成新】Apple iphone 6 Plus 苹果6plus 二手'],['马上优品二手商品旗舰店'],128G 全网通,128,1178.67,25409605521.0
5153,['小米 Redmi 红米K30 王一博同款'],['茄子手机旗舰店'],全网通4G(8GB+256GB),128,2132.33,63642044440.67
2447,['【二手9成新】Apple iPhone7 苹果7'],['扬帆二手商品专营店'],32G全网通,128,1185.5,26664455058.5
1543,['【二手95新】小米（MI）小米mix2s '],['闲至优品二手手机旗舰店'],8GB+256GB,128,1609.0,28476032132.5
5390,['小米CC9 拍照'],['聚捷联盛手机旗舰店'],6GB+128GB,128,1739.0,51497423533.25
357,['Apple 苹果 iphone XR 4G'],['千瑞达手机旗舰店'],全网通 64G,128,4476.33,47965292780.0
5200,['小米 红米 Redmi 8 '],['聚捷联盛手机旗舰店'],4GB+64GB,128,749.0,59120426768.0
4072,['努比亚 红魔3代 电竞游戏'],['茄子手机旗舰店'],全网通(6G+128G),128,2636.25,49342200569.75
5804,['荣耀10青春版华为'],['聚捷联盛手机旗舰店'],(6G+64G）,128,1066.0,52959462931.5
5221,['小米 红米7A '],['明日数码旗舰店'],移动版2G+32G,128,508.0,53998693597.67
2956,['【二手9成新】华为 荣耀20/荣耀20Pro二手'],['文海二手商品专营店'],8GB+256GB全网通 送超级快充,128,2069.43,55508882971.29
5564,['小米（MI） 小米8 全面屏游戏智能'],['伟德手机专营店'],8GB+128GB,128,2024.67,56490471636.0
1129,['【二手95新】Apple iPhone Xs Max 苹果xsmax x'],['海之博优品二手商品专营店'],64G 全网通,127,4768.0,34109040166.0
4648,['华为nova6 5G版/4G版 '],['京联通达旗舰店'],8G+128G（5G版）,127,3799.0,63046944112.25
2153,['【二手9成新】Apple iPhone X 苹果X 二手'],['瓜子二手商品专营店'],256G 全网通（白条6期免息）,127,3849.0,55229469778.0
1151,['【二手95新】Apple iPhone8 苹果8 二手'],['毕城优品二手商品专营店'],64G 全网通,127,2133.25,33977798930.0
1951,['【二手9成新】Apple iPhone 6s Plus 苹果6s Plus二手 苹果'],['诚嘉优品二手手机专营店'],64G 全网通,127,1188.5,44299064864.0
1142,['【二手95新】Apple iPhone x (A1865)苹果x 公开版二手'],['泰业优品二手手机旗舰店'],6期免息白条分期0首付『256G』,127,4349.0,58490224074.5
3737,['【现货速发】小米CC9 拍照'],['聚捷联盛手机旗舰店'],6GB+128GB,127,1839.0,54953270018.0
4544,['华为nova4e '],['福气多多手机旗舰店'],全网通（4GB+128GB）,127,1465.67,57090864910.0
5655,['索爱（soaiy）Z8 玫瑰金 翻盖老人'],['索爱（soaiy）手机京东自营旗舰店'],电信版,126,289.0,100008141419.5
3303,['【二手9成新】苹果8 Plus  Apple iPhone8 Plus 二手'],['可多优品二手手机专营店'],64G全网通,126,2506.0,29818932088.0
5440,['小米Redmi 红米 Note8 pro '],['宏图手机专营店'],8GB+128GB,126,1488.0,55996974254.0
4623,['华为nova5z '],['福气多多手机旗舰店'],全网通（6G+128G）华为官方直供,126,1732.33,59672681050.0
4818,['华为荣耀20i'],['东呵东手机专营店'],4G+128G,126,1299.0,30006442929.33
5653,['索爱（soaiy）T618C 雅黑色 电信版 直板老人'],['索爱（soaiy）手机京东自营旗舰店'],电信版,126,179.0,100009077027.0
827,['vivo iQOO Pro 5G'],['vivo智美专卖店'],8GB+256GB,126,3706.0,57923273537.4
2932,['【二手9成新】华为 mate9 HUAWEI 徕卡双镜头'],['莱森德二手商品专营店'],4+64G,126,798.0,46895481704.67
4912,['华为（HUAWEI） 华为Mate20  '],['掌视界数码旗舰店'],全网通(6G+128G)24期免息套餐,125,3699.0,41425300917.0
3743,['【现货速发】荣耀V30 PRO双模5G全网通'],['OKSJ手机旗舰店'],8G+128G,125,3899.0,62533204015.67
2821,['【二手9成新】三星 Galaxy S10+（SM-G9750）3D超声波屏下指纹超感官全视 二手'],['文海二手商品专营店'],8GB+128GB 全网通,125,3899.0,48453560449.83
2112,['【二手9成新】Apple iPhone SE 苹果se 二手'],['八方优品二手手机专营店'],32G 全网通,125,998.4,49350735809.0
1942,['【二手9成新】Apple iPhone 6s Plus  苹果6sp二手 苹果'],['同城帮二手商品专营店'],32GB 全网通4G,125,1199.0,11412042503.5
853,['【12期/3期免息】荣耀V30 双模5G'],['OKSJ手机旗舰店'],6G+128G 3期免息,125,3299.0,63060533609.5
4091,['努比亚Z20 '],['淘金手机专营店'],全网通 (8G+128G),125,2665.67,56418397888.0
4557,['华为nova5 4G'],['久汇通官方旗舰店'],全网通（8G+128G）+1年碎屏险(收货速绑定）,124,2599.0,55966003297.0
3358,['【二手9成新】苹果x'],['好机汇二手商品专营店'],256G 全网通,124,3699.0,27782905413.0
3319,['【二手9成新】苹果8'],['翱行二手商品专营店'],256G 全网通,124,2553.0,42311943446.12
3809,['【立减200】华为'],['易销科技手机专营店'],6G+256G,124,1799.0,45677560541.0
4245,['华为 nova5i pro '],['掌视界数码旗舰店'],全网通(8G+256G),124,2399.0,53362641888.0
1714,['【二手99新】Apple iPhone7 苹果7二手'],['南起二手手机专营店'],128G全网通『赠苹果原装充电器』,124,1782.0,57709898130.0
2679,['【二手9成新】apple iphone XR 苹果xr 全网通'],['闪回二手商品专营店'],128G,124,3688.0,41932549742.33
2815,['【二手9成新】三星 Galaxy Note8（SM-N9500）二手'],['九九二手商品专营店'],6+64G【全网通4G】带原装充电器,124,1666.0,37702343335.75
5514,['小米红米Redmi 7A 全网通4G'],['聚捷联盛手机旗舰店'],2GB+32GB,123,519.0,56799686256.0
5322,['小米9 骁龙855 游戏'],['掌视界数码旗舰店'],全网通8GB+256GB,123,2551.0,55002630121.0
5228,['小米 红米K20 Pro '],['明日数码旗舰店'],全网通6G+128G,123,2298.0,50854473979.5
4278,['华为 荣耀20i 全网通版移动联通4G 超广角三摄全面屏AI智能'],['欧霖爵手机旗舰店'],4G+128G（先领券后下单）,123,1299.0,55075262463.67
611,['OPPO Reno2 Z新品'],['牧申手机旗舰店'],全网通,123,2299.0,59658697654.0
2123,['【二手9成新】Apple iPhone X  苹果x 二手'],['沪上优品二手商品专营店'],256G全网通,123,3602.0,59011162247.5
5740,['苹果Apple iPhone 11 Pro苹果11pro全网通'],['头号卖家旗舰店'],全网通256G,123,9663.75,56657744713.5
5052,['华为（HUAWEI）畅享9 高清珍珠屏AI长续航全网通移动联通电信4G老人'],['欧霖爵手机旗舰店'],（3G+32G）,123,799.0,46072610243.5
2453,['【二手9成新】Apple iPhone7plus 苹果7plus 苹果'],['焕新二手商品专营店'],32G 全网通,122,1658.67,59702729993.83
5709,['自营 AGM X2 全网通4G 战狼户外三防智能'],['AGM京东自营官方旗舰店'],6G+64G,122,2949.0,45740889383.5
4031,['三星（SAMSUNG） W2019 翻盖智能商务'],['佳沪手机旗舰店'],全网通(6GB+256GB),122,12888.0,39393037234.0
5406,['小米CC9e 全网通4G'],['华信通手机专营店'],全网通6GB+64GB,122,999.0,53214874333.0
549,['OPPO K3【到手价1299起】高通骁龙710 升降摄像头 屏下指纹6.5英寸全面屏智能'],['OPPO官方直营旗舰店'],全网通(6G RAM+64G ROM),122,1449.0,60355210800.0
1039,['【二手95新】Apple iPhone 8 Plus 苹果8P 二手苹果8plus'],['乐亨优品二手商品专营店'],64G 全网通+店铺保修,122,2785.75,28622385212.0
