,store,commentcount,location,count
3353,"""小辣椒搜客专卖店""",11.0,广东 深圳,1
3354,"""oppo熊鑫专卖店""",25.0,上海,1
3355,"""赛西湖""",77.0,浙江 杭州,1
3356,"""飞利浦官方旗舰店""",7.0,上海,1
3357,"""酷铭数码城""",90.0,广东 深圳,1
3358,"""肥牛数码""",24.0,北京,1
3359,"""苦工的店""",4.0,江苏 南京,1
3360,"""治辰腾远""",20.0,上海,1
3361,"""图腾数码专营店""",20.0,北京,1
3362,"""oppo蓝源专卖店""",39.0,广东 深圳,1
3363,"""君胜数码专营店""",88.0,广东 深圳,1
3364,"""久汇数码专营店""",697.0,广东 深圳,1
3365,"""飞利浦官方旗舰店""",111.0,上海,1
3366,"""深圳市唐讯科技""",126.0,广东 深圳,1
3367,"""海派手机""",20.0,广东 深圳,1
3368,"""weiyi811000""",18.0,广东 广州,1
3369,"""先科手机网店""",18.0,广东 深圳,1
3370,"""创汇通达数码旗舰店""",10.0,北京,1
3371,"""优爱特手机专营店""",786.0,北京,1
3372,"""baobao86160""",39.0,广东 深圳,1
3373,"""li国涛886""",59.0,河南 商丘,1
3374,"""爱购数码8888""",2.0,广东 深圳,1
3375,"""jiali通讯""",69.0,上海,1
3376,"""卓瓦数码专营店""",7.0,上海,1
3377,"""佳惠兴通数码专营店""",336.0,广东 深圳,1
3378,"""胡琴0618""",57.0,广东 深圳,1
3379,"""能良数码官方旗舰店""",2962.0,上海,1
3380,"""远航通讯16""",76.0,四川 成都,1
3381,"""陈永萍2""",48.0,广东 深圳,1
3382,"""魅立数码专营店""",155.0,广东 深圳,1
3383,"""紫色愿望666666""",27.0,广东 汕头,1
3384,"""东胜科技商城""",51.0,四川 成都,1
3385,"""能良数码官方旗舰店""",3184.0,上海,1
3386,"""久汇数码专营店""",714.0,广东 深圳,1
3387,"""创汇通达数码旗舰店""",25.0,北京,1
3388,"""jiali通讯""",250.0,上海,1
3389,"""陌尚星路""",243.0,广东 深圳,1
3390,"""hanxunduke""",395.0,河南 郑州,1
3391,"""topole""",32.0,广东 深圳,1
3392,"""周公转世""",308.0,山西 运城,1
3393,"""南南jd""",131.0,广东 深圳,1
3394,"""八连星手机专营店""",19.0,上海,1
3395,"""nanncy8313256_2009""",351.0,上海,1
3396,"""优机汇数码专营店""",40.0,广东 深圳,1
3397,"""久汇数码专营店""",15.0,广东 深圳,1
3398,"""12345678cpm""",11.0,广东 深圳,1
3399,"""tb20190735""",28.0,广东 深圳,1
3400,"""幸福的猪hb""",87.0,上海,1
3401,"""最低最诚信""",503.0,江苏 南京,1
3402,"""出尘品牌店""",30.0,北京,1
3403,"""j970220""",99.0,广东 深圳,1
3404,"""专注通讯数码小家""",9.0,广东 深圳,1
3405,"""启能数码专营店""",5.0,北京,1
3406,"""子因数码专营店""",8.0,江苏 无锡,1
3407,"""八连星手机专营店""",15.0,上海,1
3408,"""中国移动手机官方旗舰店""",69.0,广东 广州,1
3409,"""玄子127""",140.0,江苏 常州,1
3410,"""鑫宇数码城8888""",16.0,江西 抚州,1
3411,"""hxx1986916""",71.0,广东 深圳,1
3412,"""呆萌小猫_88""",14.0,广东 广州,1
3413,"""白开水的点燃方式""",197.0,河南 郑州,1
3414,"""正品港行数码""",62.0,广东 深圳,1
3415,"""skhh811000""",11.0,广东 广州,1
3416,"""tb046387630""",15.0,广东 深圳,1
3417,"""yj文曲星代理1""",44.0,广东 阳江,1
3418,"""创星熙欣康专卖店""",21.0,广东 深圳,1
3419,"""久汇数码专营店""",389.0,广东 深圳,1
3420,"""翼天下天翼电信旗舰店""",2760.0,江苏 南京,1
3421,"""儒涵数码专营店""",14.0,河北 石家庄,1
3422,"""巨利泰数码专营店""",22.0,广东 深圳,1
3423,"""索爱爱虹专卖店""",176.0,广东 深圳,1
3424,"""能良数码官方旗舰店""",147.0,上海,1
3425,"""alsonmeng""",424.0,广东 深圳,1
3426,"""羊羊201088""",10.0,广东 深圳,1
3427,"""东胜科技商城""",41.0,四川 成都,1
3428,"""智宏新创数码专营店""",36.0,北京,1
3429,"""wezebaba""",285.0,广东 深圳,1
3430,"""赛西湖""",2715.0,浙江 杭州,1
3431,"""一飘1983""",125.0,广东 深圳,1
3432,"""专注通讯数码小家""",9.0,广东 深圳,1
3433,"""启能数码专营店""",5.0,北京,1
3434,"""子因数码专营店""",8.0,江苏 无锡,1
3435,"""八连星手机专营店""",15.0,上海,1
3436,"""中国移动手机官方旗舰店""",69.0,广东 广州,1
3437,"""玄子127""",140.0,江苏 常州,1
3438,"""鑫宇数码城8888""",16.0,江西 抚州,1
3439,"""hxx1986916""",71.0,广东 深圳,1
3440,"""呆萌小猫_88""",14.0,广东 广州,1
3441,"""卓悦智能4g店""",6.0,广东 深圳,1
3442,"""白开水的点燃方式""",197.0,河南 郑州,1
3443,"""正品港行数码""",62.0,广东 深圳,1
3444,"""skhh811000""",11.0,广东 广州,1
3445,"""tb046387630""",15.0,广东 深圳,1
3446,"""yj文曲星代理1""",44.0,广东 阳江,1
3447,"""创星熙欣康专卖店""",21.0,广东 深圳,1
3448,"""久汇数码专营店""",389.0,广东 深圳,1
3449,"""翼天下天翼电信旗舰店""",2760.0,江苏 南京,1
3450,"""儒涵数码专营店""",14.0,河北 石家庄,1
3451,"""家有两宝666999""",65.0,广东 深圳,1
3452,"""巨利泰数码专营店""",22.0,广东 深圳,1
3453,"""索爱爱虹专卖店""",176.0,广东 深圳,1
3454,"""能良数码官方旗舰店""",147.0,上海,1
3455,"""alsonmeng""",424.0,广东 深圳,1
3456,"""羊羊201088""",10.0,广东 深圳,1
3457,"""东胜科技商城""",41.0,四川 成都,1
3458,"""智宏新创数码专营店""",36.0,北京,1
3459,"""wezebaba""",285.0,广东 深圳,1
3460,"""赛西湖""",2715.0,浙江 杭州,1
3461,"""一飘1983""",125.0,广东 深圳,1
3462,"""佳讯数码168""",10.0,广东 深圳,1
3463,"""爱有信科技企业店""",151.0,湖北 武汉,1
3464,"""大眼睛数码正品商城""",25.0,北京,1
3465,"""青兴淘淘网""",47.0,广东 深圳,1
3466,"""四知轩数码专营""",40.0,北京,1
3467,"""yewz198""",15.0,广东 深圳,1
3468,"""yy_sky_2008""",563.0,广东 东莞,1
3469,"""阿奎通讯行""",109.0,江苏 常州,1
3470,"""南山恒久通讯""",29.0,山东 泰安,1
3471,"""mama_pingan""",36.0,广东 东莞,1
3472,"""迷失亡灵91""",22.0,浙江 宁波,1
3473,"""赛西湖""",239.0,浙江 杭州,1
3474,"""北京的老爷们""",314.0,北京,1
3475,"""白开水的点燃方式""",2.0,河南 郑州,1
3476,"""骏灿数码专营店""",51.0,广东 广州,1
3477,"""yefei_hs""",60.0,江苏 南京,1
3478,"""晨颖通讯""",32.0,广东 广州,1
3479,"""tb5322308_2011""",5.0,广东 深圳,1
3480,"""远航通讯16""",76.0,四川 成都,1
3481,"""华强北品牌数码""",8.0,广东 深圳,1
3482,"""青锋通讯""",34.0,广东 深圳,1
3483,"""赛西湖""",23.0,浙江 杭州,1
3484,"""t_1485436450943_0680""",59.0,广东 深圳,1
3485,"""tb920516097""",53.0,广东 深圳,1
3486,"""qq402984994""",11.0,广东 深圳,1
3487,"""tb392400745""",20.0,广东 深圳,1
3488,"""能良数码官方旗舰店""",19.0,上海,1
3489,"""紫色愿望666666""",14.0,广东 汕头,1
3490,"""中国移动手机官方旗舰店""",3.0,北京,1
3491,"""卓瓦数码专营店""",101.0,上海,1
3492,"""紫色愿望666666""",22.0,广东 汕头,1
3493,"""sheshe_001""",150.0,辽宁 沈阳,1
3494,"""9768人收货""",83.0,广东 深圳,1
3495,"""华飞数码专营店""",506.0,上海,1
3496,"""小城大爱a""",125.0,广东 深圳,1
3497,"""尊上欢迎光临""",156.0,广东 深圳,1
3498,"""oneplus商城""",1032.0,上海,1
3499,"""铧铧数码""",4.0,广东 深圳,1
3500,"""china手机城""",10.0,广东 东莞,1
3501,"""添财数码广场""",3711.0,广东 深圳,1
3502,"""nanncy8313256_2009""",513.0,上海,1
3503,"""iphone家族1""",11.0,广东 深圳,1
3504,"""中创青云数码专营店""",15.0,广东 深圳,1
3505,"""宸欣数码专营店""",3994.0,广东 深圳,1
3506,"""zhan_2017""",91.0,广东 深圳,1
3507,"""君胜数码专营店""",16.0,广东 深圳,1
3508,"""oksj数码旗舰店""",26.0,广东 深圳,1
3509,"""杰德国际""",,广东 深圳,1
3510,"""出尘品牌店""",3.0,北京,1
3511,"""yuanshan_2013""",42.0,福建 福州,1
3512,"""刘萍萍188""",6.0,上海,1
3513,"""玩风数码专营店""",525.0,山东 济南,1
3514,"""马上优品""",253.0,江苏 常州,1
3515,"""米莜数码专营店""",8.0,湖北 武汉,1
3516,"""三际数码官方旗舰店""",17.0,山东 济南,1
3517,"""玩风数码专营店""",43.0,山东 济南,1
3518,"""中国移动官方旗舰店""",16.0,浙江 杭州,1
3519,"""博创数码正品""",110.0,广东 深圳,1
3520,"""三际数码官方旗舰店""",17.0,山东 济南,1
3521,"""玩风数码专营店""",43.0,山东 济南,1
3522,"""中国移动官方旗舰店""",16.0,浙江 杭州,1
3523,"""博创数码正品""",110.0,广东 深圳,1
3524,"""紫色愿望666666""",18.0,广东 汕头,1
3525,"""海飞手机零售店""",32.0,广东 深圳,1
3526,"""客家商场""",18.0,广东 东莞,1
3527,"""新风尚通讯168""",162.0,广东 深圳,1
3528,"""刘利芳7676""",188.0,广东 深圳,1
3529,"""沁穆堂""",94.0,上海,1
3530,"""广州手机批发中心""",28.0,广东 广州,1
3531,"""富城商贸50""",79.0,山东 济南,1
3532,"""中国移动官方旗舰店""",374.0,浙江 杭州,1
3533,"""能良数码官方旗舰店""",97.0,上海,1
3534,"""会飞的鱼919580296""",18.0,河南 郑州,1
3535,"""mm彩琳""",17.0,广东 深圳,1
3536,"""翼天下天翼电信旗舰店""",50.0,江苏 南京,1
3537,"""华奥通讯bj""",19.0,北京,1
3538,"""益林美科技""",100.0,广东 深圳,1
3539,"""搏优科技""",13.0,广东 深圳,1
3540,"""woaichenheng99""",60.0,上海,1
3541,"""武汉电信旗舰""",5.0,湖北 武汉,1
3542,"""梦想聚焦""",46.0,广东 深圳,1
3543,"""正信杂货铺""",94.0,广东 深圳,1
3544,"""可可数码汇""",72.0,广东 惠州,1
3545,"""高温的喜马拉雅""",20.0,北京,1
3546,"""秀秀完美店""",18.0,广西 北海,1
3547,"""wrvin2009""",51.0,广东 深圳,1
3548,"""潍坊联通官方旗舰店""",7.0,广东 深圳,1
3549,"""呆萌小猫_88""",74.0,广东 广州,1
3550,"""宇索数码专营店""",340.0,山东 济南,1
3551,"""轻松换数码旗舰店""",47.0,北京,1
3552,"""tb149197299""",10.0,广东 深圳,1
3553,"""蒙帝鸿运数码专营店""",15418.0,广东 深圳,1
3554,"""宇奇一达数码专营店""",14.0,北京,1
3555,"""佳惠兴通数码专营店""",3.0,广东 深圳,1
3556,"""oppo普天精诚专卖店""",3.0,广东 东莞,1
3557,"""三星宏远祥龙专卖店""",42.0,北京,1
3558,"""mama_pingan""",121.0,广东 东莞,1
3559,"""中国南鹏""",24.0,河南 郑州,1
3560,"""tb17664524""",179.0,广东 珠海,1
3561,"""zbblss517913880""",125.0,上海,1
3562,"""yefei_hs""",58.0,江苏 南京,1
3563,"""潮流mwp""",324.0,广东 深圳,1
3564,"""三际数码官方旗舰店""",17.0,山东 济南,1
3565,"""淘淘数码港88""",36.0,广东 深圳,1
3566,"""衣网情深3""",34.0,广东 深圳,1
3567,"""异维数码专营店""",11.0,广东 深圳,1
3568,"""桦泰圣鹰手机""",22.0,河南 郑州,1
3569,"""岸越数码专营店""",896.0,上海,1
3570,"""李小麦的店""",307.0,北京,1
3571,"""浩如烟海bb""",80.0,广东 深圳,1
3572,"""大爱百货专售""",39.0,江苏 常州,1
3573,"""拥你暧你""",188.0,广东 深圳,1
3574,"""馨思服装有限公司""",6.0,广东 深圳,1
3575,"""索爱数码旗舰店""",617.0,广东 深圳,1
3576,"""tb81984823""",207.0,北京,1
3577,"""酷玩数码通讯城""",31.0,广东 深圳,1
3578,"""锦万数码专营""",66.0,广东 深圳,1
3579,"""阿奎通讯行""",28.0,江苏 常州,1
3580,"""能良数码官方旗舰店""",322.0,上海,1
3581,"""诚信实拍数码""",10.0,广东 深圳,1
3582,"""搜酷数码专营店""",33.0,北京,1
3583,"""深圳6788""",15.0,广东 深圳,1
3584,"""oppo金谷专卖店""",7.0,广东 深圳,1
3585,"""小金桥919""",11.0,江西 抚州,1
3586,"""友铭数码通讯""",458.0,上海,1
3587,"""绝对诚信qq464547963""",161.0,广东 深圳,1
3588,"""tb2413913_2012""",100.0,上海,1
3589,"""先科手机网店""",522.0,广东 深圳,1
3590,"""晟盛通讯""",13.0,广东 深圳,1
3591,"""liyahui0""",8.0,北京,1
3592,"""tb1528505_2012""",22.0,广东 深圳,1
3593,"""聚宝康数码专营店""",20.0,北京,1
3594,"""东利数码专营店""",7.0,河南 洛阳,1
3595,"""深圳易乐购数码专营店""",9.0,广东 深圳,1
3596,"""大和数码配件专营店""",5.0,广东 深圳,1
3597,"""酷宝贝2013""",13.0,广东 深圳,1
3598,"""久汇数码专营店""",56.0,广东 深圳,1
3599,"""oppo品牌企业店""",207.0,广东 深圳,1
3600,"""15815164485yx""",301.0,广东 东莞,1
3601,"""4k电子""",36.0,北京,1
3602,"""哈尔滨交易""",123.0,广东 珠海,1
3603,"""yy_sky_2008""",242.0,广东 东莞,1
3604,"""诚信实拍数码""",30.0,广东 深圳,1
3605,"""晴朗数码88""",331.0,广东 深圳,1
3606,"""北京的老爷们""",51.0,北京,1
3607,"""绝对诚信qq464547963""",168.0,广东 深圳,1
3608,"""绝对诚信qq464547963""",168.0,广东 深圳,1
3609,"""爱尚佳4638275""",45.0,浙江 杭州,1
3610,"""宜琪店铺1""",34.0,广东 深圳,1
3611,"""旭日远航数码专营店""",31.0,北京,1
3612,"""e酷手机网""",678.0,北京,1
3613,"""oksj数码旗舰店""",10.0,广东 深圳,1
3614,"""fyb2001520""",15.0,广东 东莞,1
3615,"""tb984569166""",116.0,广东 深圳,1
3616,"""四知轩数码专营""",96.0,广东 深圳,1
3617,"""hongwei1906""",524.0,广东 深圳,1
3618,"""能良数码官方旗舰店""",10.0,上海,1
3619,"""aceplayer""",40.0,江苏 苏州,1
3620,"""特价精品屋""",96.0,广东 深圳,1
3621,"""深圳市酷优淘数码公司""",71.0,广东 深圳,1
3622,"""mlove360""",78.0,广东 深圳,1
3623,"""操文彬89""",11.0,广东 深圳,1
3624,"""鑫睿诚数码专营店""",89.0,广东 深圳,1
3625,"""皓轩福旭专卖店""",459.0,广东 深圳,1
3626,"""鼎信数码1号店""",14.0,广东 深圳,1
3627,"""t_1496912954940_0943""",31.0,广东 深圳,1
3628,"""fhj18786609999""",33.0,贵州 贵阳,1
3629,"""zhan_2017""",16.0,广东 深圳,1
3630,"""秋天的石头6688""",96.0,北京,1
3631,"""精臻数码港""",54.0,河南 郑州,1
3632,"""always1437""",7.0,浙江 杭州,1
3633,"""中国移动官方旗舰店""",1069.0,浙江 杭州,1
3634,"""8848手机官方旗舰店""",185.0,北京,1
3635,"""hackerxia001""",191.0,广东 深圳,1
3636,"""liyunmei2143""",56.0,广东 深圳,1
3637,"""光大数码大全""",25.0,浙江 杭州,1
3638,"""lannl""",105.0,广东 珠海,1
3639,"""北京的老爷们""",22.0,北京,1
3640,"""蜜雨奇诺""",21.0,广东 深圳,1
3641,"""晋商数码专营店""",50.0,北京,1
3642,"""龙卷风3c数码科技""",3.0,浙江 温州,1
3643,"""品牌机批发店""",78.0,广东 深圳,1
3644,"""鸿远通讯79""",32.0,广东 深圳,1
3645,"""云科数码店""",7.0,河北 石家庄,1
3646,"""华子聚源手机专营店""",10.0,浙江 台州,1
3647,"""tb834820_44""",74.0,广东 深圳,1
3648,"""妙行充值""",40.0,上海,1
3649,"""古龙圣宝""",53.0,北京,1
3650,"""igo数码通讯""",17.0,广东 深圳,1
3651,"""hanxunduke""",349.0,河南 郑州,1
3652,"""妙行充值""",40.0,上海,1
3653,"""古龙圣宝""",53.0,北京,1
3654,"""igo数码通讯""",17.0,广东 深圳,1
3655,"""hanxunduke""",349.0,河南 郑州,1
3656,"""潍坊联通官方旗舰店""",50.0,广东 深圳,1
3657,"""多一分完美""",28.0,广东 深圳,1
3658,"""紫色愿望666666""",22.0,广东 汕头,1
3659,"""君问数码官方旗舰店""",78.0,浙江 杭州,1
3660,"""鸿兴运商贸""",114.0,广东 深圳,1
3661,"""oppo蓝源专卖店""",435.0,广东 深圳,1
3662,"""安卓快意数码专营店""",60.0,北京,1
3663,"""白开水的点燃方式""",145.0,河南 郑州,1
3664,"""andy468iy""",22.0,江苏 南京,1
3665,"""启能数码专营店""",16.0,北京,1
3666,"""东泽时尚数码通讯""",104.0,广东 深圳,1
3667,"""凡诚毅""",169.0,广东 深圳,1
3668,"""yefei_hs""",59.0,江苏 南京,1
3669,"""乐恒创数码专营店""",1.0,广东 深圳,1
3670,"""京联通达数码旗舰店""",6.0,北京,1
3671,"""东利数码专营店""",25.0,河南 洛阳,1
3672,"""辉宏数码专营店""",44.0,广东 深圳,1
3673,"""廉诚通讯特许经营店""",206.0,上海,1
3674,"""根根黑莓数码""",27.0,广东 深圳,1
3675,"""悦高数码专营店""",21.0,江苏 苏州,1
3676,"""vivo智轩优品专卖店""",277.0,广东 深圳,1
3677,"""lintao0314""",120.0,广东 深圳,1
3678,"""荣信数码港""",308.0,上海,1
3679,"""亿博鸿信数码专营店""",777.0,北京,1
3680,"""君胜数码专营店""",120.0,广东 深圳,1
3681,"""tb628398367""",7.0,湖北 武汉,1
3682,"""三星官方旗舰店""",286.0,北京,1
3683,"""万通郑捷数码专营店""",14.0,广东 深圳,1
3684,"""心悦3g数码""",119.0,广东 深圳,1
3685,"""赖weitao""",13.0,广东 深圳,1
3686,"""红星通讯9999""",38.0,广东 深圳,1
3687,"""阿凡提商城""",52.0,河南 郑州,1
3688,"""治辰腾远""",17.0,上海,1
3689,"""优源数码专营店""",234.0,广东 深圳,1
3690,"""宜安数码专营店""",117.0,四川 成都,1
3691,"""子洁0791""",30.0,江西 南昌,1
3692,"""ymin8899""",200.0,广东 深圳,1
3693,"""深圳通讯数码有限公司""",418.0,广东 深圳,1
3694,"""快乐手机店""",235.0,江西 南昌,1
3695,"""异维数码专营店""",828.0,广东 深圳,1
3696,"""白开水的点燃方式""",312.0,河南 郑州,1
3697,"""啊威仔哥哥""",77.0,广东 深圳,1
3698,"""佳欣共创科技""",3657.0,广东 深圳,1
3699,"""深圳市唐讯科技""",516.0,广东 深圳,1
3700,"""南南jd""",173.0,广东 深圳,1
3701,"""松创数码""",429.0,广东 深圳,1
3702,"""民讯通数码专营店""",1.0,北京,1
3703,"""vivo航鹰专卖店""",57.0,浙江 杭州,1
3704,"""千机网旗舰店""",10.0,四川 成都,1
3705,"""pln870101""",24.0,广东 深圳,1
3706,"""九方光电数码专营店""",957.0,河南 郑州,1
3707,"""乐哇数码专营店""",6.0,上海,1
3708,"""深圳易乐购数码专营店""",8.0,广东 深圳,1
3709,"""yefei_hs""",18.0,江苏 南京,1
3710,"""陈桂鸿311""",21.0,广东 深圳,1
3711,"""www2567762""",196.0,上海,1
3712,"""恒达世纪""",,广东 深圳,1
3713,"""魅立数码专营店""",16.0,广东 深圳,1
3714,"""czlwy000""",4.0,广东 深圳,1
3715,"""京联通达数码旗舰店""",115.0,北京,1
3716,"""永盛通讯连锁机构""",7.0,广东 东莞,1
3717,"""a18862836888""",114.0,上海,1
3718,"""旭翼数码专营店""",4.0,上海,1
3719,"""华盛盈创数码专营店""",2207.0,广东 深圳,1
3720,"""晨颖通讯""",31.0,广东 广州,1
3721,"""always1437""",7.0,浙江 杭州,1
3722,"""潍坊联通官方旗舰店""",6.0,广东 深圳,1
3723,"""岸越数码专营店""",2613.0,上海,1
3724,"""东胜科技商城""",35.0,四川 成都,1
3725,"""沃晟智能设备专营店""",69.0,广东 深圳,1
3726,"""创汇通达数码旗舰店""",39.0,北京,1
3727,"""能良数码官方旗舰店""",2258.0,上海,1
3728,"""品牌机批发店""",212.0,广东 深圳,1
3729,"""易彩生活一小芒果""",168.0,广东 深圳,1
3730,"""tb1101062_2012""",96.0,广东 深圳,1
3731,"""t_1521530997987_0558""",19.0,广东 汕头,1
3732,"""prl44210390abcd""",88.0,广东 深圳,1
3733,"""dingxiaofei28""",44.0,重庆,1
3734,"""古龙圣宝""",365.0,北京,1
3735,"""小城大爱a""",133.0,广东 深圳,1
3736,"""天下一家亲通讯""",3.0,广东 深圳,1
3737,"""篮淋海""",2.0,广东 深圳,1
3738,"""民讯通数码专营店""",18.0,北京,1
3739,"""大唐回浦数码旗舰店""",484.0,浙江 台州,1
3740,"""大眼睛数码正品商城""",33.0,北京,1
3741,"""亿达实业公司""",35.0,广东 深圳,1
3742,"""优思旗舰店""",813.0,广东 深圳,1
3743,"""我是hej""",87.0,广东 深圳,1
3744,"""乐畔乐购旗舰店""",87.0,河南 郑州,1
3745,"""淘贤居数码专营店""",31.0,广东 深圳,1
3746,"""创汇通达数码旗舰店""",7.0,北京,1
3747,"""诚信数码_33""",46.0,广东 深圳,1
3748,"""黄埔正品科技""",264.0,广东 深圳,1
3749,"""小辣椒瑞裕专卖店""",191.0,广东 深圳,1
3750,"""恒达世纪""",15.0,广东 深圳,1
3751,"""广东电信亿品汇专卖店""",63.0,广东 深圳,1
3752,"""yi434818149""",135.0,广东 深圳,1
3753,"""恒发通讯数码""",22.0,广东 深圳,1
3754,"""always1437""",2.0,浙江 杭州,1
3755,"""徐志明tb""",49.0,浙江 杭州,1
3756,"""爱尚佳4638275""",28.0,广东 深圳,1
3757,"""周公转世""",101.0,山西 运城,1
3758,"""鼎峰数码专营店""",88.0,广东 深圳,1
3759,"""华子聚源手机专营店""",8.0,浙江 台州,1
3760,"""郑州飞翔科技n01""",329.0,河南 郑州,1
3761,"""赫尔曼数码专营店""",18.0,广东 深圳,1
3762,"""零距离v""",290.0,广东 深圳,1
3763,"""久汇数码专营店""",595.0,广东 深圳,1
3764,"""久汇数码专营店""",127.0,广东 深圳,1
3765,"""潮流mwp""",4.0,广东 深圳,1
3766,"""数码易购商城""",61.0,广东 深圳,1
3767,"""心萍通讯""",8.0,上海,1
3768,"""王玉玉1234""",51.0,上海,1
3769,"""智宏新创数码专营店""",395.0,北京,1
3770,"""久汇数码专营店""",402.0,广东 深圳,1
3771,"""恒升数码2008""",105.0,广东 深圳,1
3772,"""吉祥如意88866688""",3.0,广东 广州,1
3773,"""启能数码专营店""",24.0,北京,1
3774,"""久汇数码专营店""",389.0,广东 深圳,1
3775,"""赫尔曼数码专营店""",12.0,广东 深圳,1
3776,"""wangkmhao""",60.0,广东 深圳,1
3777,"""always1437""",2.0,浙江 杭州,1
3778,"""wwwxuyong""",62.0,广东 深圳,1
3779,"""东泽时尚数码通讯""",3.0,广东 深圳,1
3780,"""郭明朋""",115.0,河南 郑州,1
3781,"""篮淋海""",9.0,广东 深圳,1
3782,"""启能数码专营店""",6.0,北京,1
3783,"""久汇数码专营店""",513.0,广东 深圳,1
3784,"""久汇数码专营店""",513.0,广东 深圳,1
3785,"""乐畔乐购旗舰店""",49.0,河南 郑州,1
3786,"""徐光赏""",58.0,江苏 常州,1
3787,"""久汇数码专营店""",6.0,广东 深圳,1
3788,"""久汇数码专营店""",102.0,广东 深圳,1
3789,"""有话好说liu""",303.0,广东 深圳,1
3790,"""方永锐""",12.0,广东 深圳,1
3791,"""yy_sky_2008""",888.0,广东 东莞,1
3792,"""耿58318595""",48.0,广东 深圳,1
3793,"""轻松换数码旗舰店""",75.0,北京,1
3794,"""特许数码""",144.0,广东 深圳,1
3795,"""甜品屋1568""",4.0,广东 深圳,1
3796,"""源合手机""",90.0,广东 深圳,1
3797,"""紫色愿望666666""",30.0,广东 汕头,1
3798,"""优爱特手机专营店""",63.0,北京,1
3799,"""数不完的美钞""",65.0,河南 郑州,1
3800,"""福瑞数码2015""",19.0,广东 深圳,1
3801,"""大眼睛数码正品商城""",56.0,北京,1
3802,"""薇薇tao潮流""",22.0,广东 深圳,1
3803,"""新闻天下""",15.0,上海,1
3804,"""oppo品牌企业店""",52.0,广东 深圳,1
3805,"""静房王树楷""",38.0,上海,1
3806,"""颖宝宝666888""",42.0,四川 成都,1
3807,"""尤里xx""",210.0,江苏 南京,1
3808,"""tb1528505_2012""",1.0,广东 深圳,1
3809,"""点点爱6699""",13.0,广东 深圳,1
3810,"""君问数码官方旗舰店""",143.0,浙江 杭州,1
3811,"""久汇数码专营店""",429.0,广东 深圳,1
3812,"""ryang275492354""",22.0,四川 成都,1
3813,"""tb1185352_2012""",99.0,广东 深圳,1
3814,"""宇小桀""",126.0,广东 深圳,1
3815,"""操文彬89""",57.0,浙江 杭州,1
3816,"""华飞数码专营店""",20.0,上海,1
3817,"""andy468iy""",12.0,江苏 南京,1
3818,"""淘你喜欢的宝贝1""",100.0,山东 潍坊,1
3819,"""e讯数码公司""",1092.0,广东 深圳,1
3820,"""hw391703114""",32.0,天津,1
3821,"""亿淘网购商城""",248.0,北京,1
3822,"""我是小太阳1688""",13.0,广东 东莞,1
3823,"""na667773""",67.0,广东 深圳,1
3824,"""dongtian20100""",97.0,广东 深圳,1
3825,"""sony手机官方旗舰店""",695.0,广东 深圳,1
3826,"""哥小哥数码专营店""",3587.0,广东 深圳,1
3827,"""青松数码2009""",10.0,湖北 武汉,1
3828,"""yangzhixu729""",33.0,北京,1
3829,"""智轩优品数码专营店""",181.0,广东 深圳,1
3830,"""kegeelqx""",4.0,上海,1
3831,"""品牌机批发店""",3343.0,广东 深圳,1
3832,"""森森通信""",79.0,广东 深圳,1
3833,"""年年盛商贸""",138.0,河南 郑州,1
3834,"""京联通达数码旗舰店""",4.0,北京,1
3835,"""答调2222""",39.0,浙江 杭州,1
3836,"""呵呵先生1990""",79.0,广东 广州,1
3837,"""lvxing55661""",18.0,广东 深圳,1
3838,"""ymin8899""",117.0,广东 深圳,1
3839,"""东胜科技商城""",118.0,四川 成都,1
3840,"""品牌机批发店""",2388.0,广东 深圳,1
3841,"""亿达实业公司""",15.0,广东 深圳,1
3842,"""yy_sky_2008""",42.0,广东 东莞,1
3843,"""启能数码专营店""",40.0,北京,1
3844,"""guorenkai1983""",24.0,北京,1
3845,"""民讯通数码专营店""",9.0,北京,1
3846,"""hanxunduke""",123.0,河南 郑州,1
3847,"""旗览胜数码店""",51.0,上海,1
3848,"""皓轩福旭专卖店""",437.0,广东 深圳,1
3849,"""源合手机""",61.0,广东 深圳,1
3850,"""璇璇花卉""",69.0,广东 广州,1
3851,"""东泽时尚数码通讯""",21.0,广东 深圳,1
3852,"""倩女幽魂20121012""",4.0,北京,1
3853,"""德诚数码1888""",30.0,广东 深圳,1
3854,"""刘利芳7676""",70.0,广东 深圳,1
3855,"""guobao_101""",114.0,广东 深圳,1
3856,"""星光数码10""",4.0,广东 深圳,1
3857,"""欣欣旺数码""",6.0,广东 深圳,1
3858,"""大眼睛数码正品商城""",22.0,北京,1
3859,"""杜荣辉""",60.0,广东 深圳,1
3860,"""王者天创旗舰店""",14.0,海南 海口,1
3861,"""高远数码旗舰店""",96.0,山西 太原,1
3862,"""千瑞宏达手机专营店""",11.0,广东 深圳,1
3863,"""陈桂鸿311""",17.0,广东 深圳,1
3864,"""鸿威通讯""",636.0,上海,1
3865,"""多一点88""",18.0,广东 深圳,1
3866,"""旭翼数码专营店""",,上海,1
3867,"""视界电讯""",12.0,四川 成都,1
3868,"""ryang275492354""",15.0,四川 成都,1
3869,"""淘天下数码7""",43.0,广东 深圳,1
3870,"""小小红星的我""",109.0,广东 深圳,1
3871,"""汇美优科技""",259.0,四川 成都,1
